   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      敦煌,         -,     22:42,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      瓜州,     23:58,     00:01,       3分,        76,       102,       -/-,  62.5/67.5/70.5,           -/-
  3,   嘉峪关,     03:20,     03:36,      16分,       283,       363,       -/-,99.5/104.5/107.5,           -/-
  4,      酒泉,     03:54,     03:56,       2分,       312,       385,       -/-,100.5/105.5/108.5,           -/-
  5,      张掖,     06:22,     06:36,      14分,       460,       586,       -/-,     144/148/154,           -/-
  6,      武威,     09:56,     09:59,       3分,       674,       830,       -/-,     194/200/208,           -/-
  7,      中卫,     14:15,     14:32,      17分,       933,      1087,       -/-,238.5/246.5/255.5,           -/-
  8,   青铜峡,     15:45,     15:47,       2分,      1023,      1183,       -/-,254.5/263.5/272.5,           -/-
  9,      银川,     16:40,         -,           ,      1078,      1249,       -/-,261.5/270.5/279.5,           -/-
