   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    秦皇岛,         -,     13:32,         -,         -,         -,         -,               -,              -
  2,    北戴河,     13:49,     13:52,      03分,        17,         0,       -/-,           -/-/-,          80/91
  3,      滦县,     14:37,     14:39,      02分,        65,         0,       -/-,           -/-/-,       92.5/105
  4,    唐山北,     15:16,     15:19,      03分,       104,         0,       -/-,           -/-/-,      104.5/118
  5,    玉田县,     15:41,     15:43,      02分,       129,         0,       -/-,           -/-/-,      113.5/128
  6,      北京,     17:16,     17:16,      00分,       224,         0,       -/-,           -/-/-,      135.5/153
