   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  张家口南,         -,     15:47,         -,         -,         -,         -,               -,              -
  2,      北京,     19:00,     19:00,      00分,       193,         0,    29.5/-,      75.5/79/86,            -/-
