   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     07:12,         -,         -,         -,         -,               -,              -
  2,    三家店,     07:54,     07:57,      03分,        42,         0,       9/-,        55/58/63,            -/-
  3,    官厅西,     09:02,     09:04,      02分,       110,         0,    16.5/-,      62.5/65/71,            -/-
  4,      沙城,     09:23,     09:26,      03分,       131,         0,    19.5/-,      65.5/68/74,            -/-
  5,    下花园,     09:48,     09:50,      02分,       156,         0,    23.5/-,      69.5/73/79,            -/-
  6,      宣化,     10:13,     10:15,      02分,       181,         0,    28.5/-,      74.5/78/85,            -/-
  7,  张家口南,     10:40,     10:40,      00分,       208,         0,    29.5/-,      75.5/79/86,            -/-
