   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      衡水,         -,     17:41,         -,         -,         -,         -,               -,              -
  2,      任丘,     18:52,     18:56,      04分,        71,         0,    19.5/-,           -/-/-,            -/-
  3,      霸州,     19:32,     19:37,      05分,       111,         0,    28.5/-,           -/-/-,            -/-
  4,    北京西,     20:56,     20:56,      00分,       195,         0,    41.5/-,           -/-/-,            -/-
