   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     07:50,         -,         -,         -,         -,               -,              -
  2,    唐山北,     09:24,     09:27,      03分,        94,         0,       -/-,           -/-/-,      105.5/119
  3,    北戴河,     10:43,     10:48,      05分,       173,         0,       -/-,           -/-/-,      132.5/150
  4,    秦皇岛,     11:08,     11:08,      00分,       198,         0,       -/-,           -/-/-,      135.5/153
