   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京东,         -,     10:50,         -,         -,         -,         -,               -,              -
  2,    通州西,     11:05,     11:07,      02分,        15,         0,       8/-,           -/-/-,            -/-
  3,      顺义,     11:30,     11:32,      02分,        40,         0,       9/-,           -/-/-,            -/-
  4,    怀柔北,     12:08,     12:08,      00分,        78,         0,    12.5/-,           -/-/-,            -/-
