   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      天水,         -,     14:43,         -,         -,         -,         -,               -,              -
  2,      陇西,     16:16,     16:19,      03分,        93,         0,       -/-,      69.5/73/79,      104.5/118
  3,      兰州,     18:53,     19:09,      16分,       250,         0,       -/-,    97.5/102/110,      149.5/169
  4,      武威,     22:23,     22:29,      06分,       460,         0,       -/-,     158/165/179,        243/274
  5,      金昌,     23:12,     23:15,      03分,       509,         0,       -/-,     171/178/193,        263/297
  6,      张掖,     01:14,     01:22,      08分,      -809,         0,       -/-,     200/208/226,        312/352
  7,    嘉峪关,     04:05,     04:20,      15分,      -638,         0,       -/-,   244.5/254/276,      381.5/430
  8,      瓜州,     07:25,     07:31,      06分,      -438,         0,       -/-,   288.5/300/326,      450.5/508
  9,      敦煌,     08:56,     08:56,      00分,      1093,         0,       -/-,   304.5/317/344,      476.5/537
