   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      兰州,         -,     17:50,         -,         -,         -,         -,               -,              -
  2,      武威,     20:56,     21:02,      06分,       186,         0,       -/-,     92.5/98/105,      140.5/159
  3,    嘉峪关,     01:52,     02:11,      19分,       482,         0,       -/-,     178/184/190,        274/285
  4,      敦煌,     06:34,     06:34,      00分,       764,         0,       -/-, 244.5/252.5/262,      381.5/399
