   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  张家口南,         -,     11:21,         -,         -,         -,         -,               -,              -
  2,      宣化,     11:41,     11:43,      02分,        20,         0,       9/-,        55/58/63,            -/-
  3,      北京,     14:41,     14:41,      00分,       200,         0,    29.5/-,      75.5/79/86,            -/-
