   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     10:50,         -,         -,         -,         -,               -,              -
  2,    官厅西,     12:50,     13:06,      16分,       120,         0,    15.5/-,      61.5/64/70,            -/-
  3,    下花园,     13:50,     14:09,      19分,       180,         0,    21.5/-,      67.5/71/77,            -/-
  4,      宣化,     14:31,     14:33,      02分,       221,         0,    24.5/-,      70.5/74/80,            -/-
  5,  张家口南,     14:58,     14:58,      00分,       248,         0,    28.5/-,      74.5/78/85,            -/-
