   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      厦门,         -,     17:28,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      莆田,     19:00,     19:09,       9分,        92,       171,    28.5/-,  74.5/79.5/82.5,   112.5/118.5
  3,    三明北,     20:57,     21:01,       4分,       209,       367,    53.5/-,99.5/104.5/107.5,   152.5/158.5
  4,    南昌西,     23:36,     23:46,      10分,       368,       719,      98/-,     171/176/182,       263/275
  5,      九江,     00:50,     00:54,       4分,       442,       861,     115/-,     200/206/214,       312/325
  6,      阜阳,     04:50,     04:56,       6分,       682,      1320,   163.5/-,280.5/289.5/299.5,   438.5/456.5
  7,      菏泽,     07:14,     07:16,       2分,       826,      1593,   189.5/-,322.5/333.5/343.5,   504.5/527.5
  8,      聊城,     08:25,     08:28,       3分,       897,      1749,     201/-,     343/355/367,       542/566
  9,      衡水,     09:47,     09:50,       3分,       979,      1901,     217/-,     370/383/397,       585/611
 10,    北京西,     12:04,         -,          ,      1116,      2175,     240/-,     408/421/436,       640/669
