   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西宁,         -,     14:30,         -,         -,         -,         -,               -,              -
  2,    平安驿,     14:57,     15:00,      03分,        27,         0,       9/-,        55/58/63,        81.5/92
  3,    海石湾,     15:48,     15:52,      04分,        78,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,      兰州,     17:12,     17:27,      15分,       162,         0,    32.5/-,      78.5/82/89,      118.5/134
  5,      定西,     18:50,     18:53,      03分,       260,         0,    50.5/-,    96.5/101/109,      146.5/165
  6,      陇西,     19:45,     19:49,      04分,       315,         0,    62.5/-,   110.5/115/125,      166.5/188
  7,      甘谷,     20:36,     20:39,      03分,       366,         0,      72/-,     129/134/146,        197/222
  8,      天水,     21:49,     21:59,      10分,       439,         0,      78/-,     139/145/157,        214/242
  9,      西安,     02:01,     02:17,      16分,       691,         0,     115/-,     200/208/226,        312/352
 10,      洛阳,     06:47,     06:53,      06分,       977,         0,   156.5/-,   268.5/279/303,      422.5/476
 11,      新乡,     08:58,     09:01,      03分,      1108,         0,   177.5/-,   304.5/317/344,      476.5/537
 12,      安阳,     09:52,     09:55,      03分,      1162,         0,   189.5/-,   322.5/335/364,      504.5/569
 13,    石家庄,     11:43,     11:48,      05分,      1273,         0,     206/-,     353/367/399,        556/627
 14,      保定,     12:59,     13:03,      04分,      1349,         0,     217/-,     370/385/418,        585/659
 15,    北京西,     14:26,     14:26,      00分,      1436,         0,     236/-,     399/415/428,        629/709
