   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      三亚,         -,     17:16,         -,         -,         -,         -,               -,              -
  2,      东方,     18:49,     18:55,      06分,        93,         0,    36.5/-,   100.5/105/114,      155.5/176
  3,      海口,     21:15,     21:35,      20分,       239,         0,    79.5/-,   143.5/149/162,      224.5/253
  4,    湛江西,     02:16,     02:20,      04分,       540,         0,     137/-,     233/242/263,        361/407
  5,      茂名,     03:39,     03:47,      08分,       623,         0,     158/-,     286/297/323,        443/499
  6,      肇庆,     06:35,     06:40,      05分,       799,         0,   196.5/-,   351.5/365/397,      546.5/616
  7,      佛山,     07:57,     08:05,      08分,       881,         0,   206.5/-,   370.5/385/418,      578.5/652
  8,      广州,     08:30,     08:50,      20分,       914,         0,   209.5/-,   373.5/388/422,      584.5/659
  9,    韶关东,     11:07,     11:13,      06分,      1071,         0,   237.5/-,   418.5/435/473,      694.5/783
 10,      郴州,     12:47,     12:50,      03分,      1171,         0,   254.5/-,   445.5/463/503,      750.5/846
 11,      长沙,     16:24,     16:30,      06分,      1388,         0,     295/-,     513/533/579,        858/967
 12,      武昌,     19:57,     20:03,      06分,      1601,         0,     330/-,     571/593/645,       966/1088
 13,      郑州,     00:40,     00:46,      06分,      1884,         0,   380.5/-,   655.5/681/740,    1099.5/1239
 14,    石家庄,     04:06,     04:10,      04分,      2090,         0,   411.5/-,   709.5/737/801,    1197.5/1349
 15,    北京西,     06:40,     06:40,      00分,      2244,         0,     435/-,     746/775/842,      1272/1433
