   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      厦门,         -,     09:18,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      莆田,     10:45,     10:48,       3分,        87,       171,       -/-,  74.5/79.5/82.5,        28.5/-
  3,   三明北,     12:16,     12:19,       3分,       178,       367,       -/-,99.5/104.5/107.5,        53.5/-
  4,      抚州,     14:02,     14:05,       3分,       284,       618,       -/-,     152/156/161,          86/-
  5,   南昌西,     14:53,     15:01,       8分,       335,       719,       -/-,     171/176/182,          98/-
  6,      九江,     16:05,     16:08,       3分,       407,       861,       -/-,     200/206/214,         115/-
  7,      阜阳,     20:01,     20:21,      20分,       643,      1320,       -/-,280.5/289.5/299.5,       163.5/-
  8,      菏泽,     22:35,     22:38,       3分,       797,      1593,       -/-,322.5/333.5/343.5,       189.5/-
  9,      天津,     03:36,     03:42,       6分,      1098,      2170,       -/-,   408.5/421/436,         240/-
 10,   秦皇岛,     06:16,     06:18,       2分,      1258,      2455,       -/-,446.5/462.5/477.5,       263.5/-
 11,   锦州南,     07:48,     07:50,       2分,      1350,      2636,       -/-,471.5/488.5/506.5,       278.5/-
 12,   沈阳北,     09:36,     09:42,       6分,      1458,      2859,       -/-,497.5/515.5/533.5,       293.5/-
 13,      四平,     11:12,     11:14,       2分,      1554,      3044,       -/-,513.5/531.5/549.5,       302.5/-
 14,      长春,     12:12,         -,           ,      1614,      3159,       -/-,     536/555/575,         317/-
