   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     13:50,         -,         -,         -,         -,               -,              -
  2,      郴州,     17:37,     17:40,      03分,       227,         0,    53.5/-,    99.5/104/113,      195.5/221
  3,      长沙,     21:14,     21:20,      06分,       444,         0,      98/-,     171/178/193,        307/346
  4,      岳阳,     22:39,     22:43,      04分,       529,         0,     112/-,     194/202/219,        357/403
  5,      武昌,     00:50,     01:13,      23分,       660,         0,   138.5/-,   238.5/248/270,      425.5/480
  6,      郑州,     05:54,     06:03,      09分,       964,         0,     192/-,     328/341/371,        574/647
  7,      新乡,     06:50,     07:00,      10分,      1020,         0,     198/-,     337/350/381,        602/678
  8,      邯郸,     08:19,     08:25,      06分,      1109,         0,     213/-,     363/377/410,        640/721
  9,      邢台,     08:56,     09:00,      04分,      1146,         0,     217/-,     370/385/418,        656/739
 10,    石家庄,     10:04,     10:04,      00分,      1214,         0,     224/-,     381/393/430,        682/769
