   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      拉萨,         -,     11:05,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      那曲,     14:50,     14:56,       6分,       225,       322,       -/-,           -/-/-,           -/-
  3,   格尔木,     01:35,     02:00,      25分,       870,      1142,       -/-,           -/-/-,           -/-
  4,      西宁,     09:06,     09:26,      20分,      1321,      1972,       -/-,           -/-/-,           -/-
  5,      兰州,     12:11,     12:26,      15分,      1506,      2188,       -/-,           -/-/-,           -/-
  6,      西安,     20:34,     20:44,      10分,      2009,      2864,       -/-,           -/-/-,           -/-
  7,      郑州,     02:50,     02:58,       8分,      2385,      3375,       -/-,     668/689/709,         328/-
  8,      徐州,     05:43,     05:58,      15分,      2558,      3724,       -/-,     720/742/763,         360/-
  9,      蚌埠,     07:17,     07:22,       5分,      2652,      3888,       -/-,           -/-/-,           -/-
 10,      南京,     08:54,     09:00,       6分,      2749,      4072,       -/-,763.5/785.5/809.5,       385.5/-
 11,      无锡,     10:24,     10:30,       6分,      2839,      4247,       -/-,           -/-/-,           -/-
 12,      苏州,     10:56,     11:01,       5分,      2871,      4289,       -/-,           -/-/-,           -/-
 13,      上海,     11:51,         -,           ,      2926,      4373,       -/-,793.5/817.5/841.5,       402.5/-
