   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    沈阳北,         -,     17:50,         -,         -,         -,         -,               -,              -
  2,    锦州南,     19:30,     19:32,      02分,       100,         0,       -/-,      83.5/87/95,      125.5/142
  3,  葫芦岛北,     19:53,     19:55,      02分,       123,         0,       -/-,      87.5/91/99,      132.5/150
  4,    绥中北,     20:23,     20:47,      24分,       153,         0,       -/-,    96.5/101/109,      146.5/165
  5,    山海关,     21:24,     21:30,      06分,       214,         0,       -/-,   100.5/105/114,      155.5/176
  6,    秦皇岛,     21:53,     21:56,      03分,       243,         0,       -/-,   110.5/115/125,      166.5/188
  7,      唐山,     23:24,     23:28,      04分,       334,         0,       -/-,     139/145/157,        214/242
  8,      天津,     00:41,     00:49,      08分,       411,         0,       -/-,     163/170/184,        251/283
  9,  石家庄北,     04:57,     05:13,      16分,       667,         0,       -/-,   238.5/248/270,      372.5/420
 10,      太原,     07:09,     07:09,      00分,       799,         0,       0/-,           0/0/0,            0/0
