   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     08:36,         -,         -,         -,         -,               -,              -
  2,      保定,     09:49,     09:55,      06分,        73,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,    石家庄,     11:10,     11:16,      06分,       154,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      邢台,     12:03,     12:05,      02分,       207,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      安阳,     13:22,     13:25,      03分,       286,         0,      72/-,     129/134/146,        197/222
  6,      郑州,     14:58,     15:08,      10分,       382,         0,      93/-,     163/170/184,        251/283
  7,      许昌,     15:50,     15:54,      04分,       434,         0,     102/-,     178/185/201,        274/309
  8,      武昌,     19:51,     19:57,      06分,       675,         0,   152.5/-,   261.5/272/296,      409.5/462
  9,      长沙,     23:16,     23:24,      08分,       880,         0,   189.5/-,   322.5/335/364,      504.5/569
 10,      娄底,     01:18,     01:24,      06分,      1002,         0,     201/-,     343/357/387,        542/611
 11,      怀化,     05:21,     05:29,      08分,      1245,         0,     229/-,     389/404/439,        613/691
 12,      玉屏,     07:03,     07:07,      04分,      1347,         0,     240/-,     408/424/461,        640/721
 13,      贵阳,     11:31,     11:31,      00分,      1615,         0,   268.5/-,   455.5/473/514,      718.5/810
