   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     11:45,         -,         -,         -,         -,               -,              -
  2,      郴州,     15:32,     15:36,      04分,       227,         0,    53.5/-,    99.5/104/113,      195.5/221
  3,      长沙,     19:10,     19:17,      07分,       445,         0,      98/-,     171/178/193,        307/346
  4,      武昌,     22:38,     22:58,      20分,       653,         0,   138.5/-,   238.5/248/270,      425.5/480
  5,      郑州,     03:33,     03:40,      07分,       948,         0,     192/-,     328/341/371,        574/647
  6,      西安,     09:35,     09:45,      10分,      1310,         0,     236/-,     399/415/451,        708/798
  7,      兰州,     16:38,     16:55,      17分,      1733,         0,   290.5/-,   491.5/511/555,      870.5/981
  8,      西宁,     19:31,     19:51,      20分,      1906,         0,   302.5/-,   513.5/534/580,     913.5/1029
  9,    格尔木,     02:40,     03:05,      25分,      2335,         0,     365/-,     615/638/694,      1063/1198
 10,      那曲,     12:25,     12:31,      06分,      2920,         0,   423.5/-,   796.5/827/899,    1362.5/1535
 11,      拉萨,     17:30,     17:30,      00分,      3225,         0,     447/-,     865/898/976,      1468/1654
