   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   哈尔滨,         -,     11:05,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      长春,     13:03,     13:11,       8分,       133,       246,       -/-,     86.5/96/100,        40.5/-
  3,      四平,     14:12,     14:15,       3分,       202,       361,       -/-,    99.5/110/115,        53.5/-
  4,   沈阳北,     15:53,     15:59,       6分,       303,       546,       -/-,     133/147/153,          75/-
  5,   锦州南,     17:50,     17:53,       3分,       420,       769,       -/-,     178/196/205,         102/-
  6,   山海关,     19:18,     19:24,       6分,       508,       934,       -/-,     207/228/239,         119/-
  7,   秦皇岛,     19:42,     19:45,       3分,       532,       950,       -/-,     215/237/248,         124/-
  8,   北戴河,     20:02,     20:08,       6分,       552,       972,       -/-,     215/237/248,         124/-
  9,      唐山,     21:23,     21:32,       9分,       633,      1112,       -/-,   244.5/269/282,       141.5/-
 10,      天津,     22:52,     22:59,       7分,       722,      1235,       -/-,   261.5/288/301,       152.5/-
 11,      任丘,     00:46,     00:48,       2分,       836,      1377,       -/-,   288.5/318/332,       168.5/-
 12,      衡水,     01:49,     01:54,       5分,       899,      1504,       -/-,   310.5/342/358,       180.5/-
 13,      聊城,     03:14,     03:17,       3分,       984,      1656,       -/-,     328/361/378,         192/-
 14,   商丘南,     05:19,     05:54,      35分,      1109,      1917,       -/-,     370/408/426,         217/-
 15,      阜阳,     06:46,     07:12,      26分,      1196,      2085,       -/-,     399/439/459,         236/-
 16,      潢川,     08:10,     08:13,       3分,      1280,      2201,       -/-,     414/456/477,         243/-
 17,      麻城,     09:17,     09:20,       3分,      1347,      2321,       -/-,     426/469/490,         251/-
 18,      九江,     11:17,     11:23,       6分,      1467,      2544,       -/-,   455.5/502/524,       268.5/-
 19,   南昌西,     12:27,     12:39,      12分,      1537,      2686,       -/-,   471.5/519/543,       278.5/-
 20,      吉安,     14:43,     14:47,       4分,      1673,      2912,       -/-,   507.5/559/584,       299.5/-
 21,      赣州,     16:36,     16:56,      20分,      1786,      3098,       -/-,   529.5/583/609,       313.5/-
 22,   韶关东,     19:12,     19:18,       6分,      1942,      3302,       -/-,     554/610/638,         328/-
 23,      广州,     21:44,     22:02,      18分,      2094,      3523,       -/-,     576/634/663,         341/-
 24,      佛山,     22:25,     22:32,       7分,      2135,      3545,       -/-,     586/645/674,         348/-
 25,      肇庆,     23:37,     23:43,       6分,      2207,      3632,       -/-,     595/655/685,         352/-
 26,   茂名东,     03:18,     03:27,       9分,      2428,      3884,       -/-,     627/690/722,         372/-
 27,   湛江西,     04:45,     04:50,       5分,      2515,      3977,       -/-,   698.5/769/804,       401.5/-
 28,      徐闻,     06:09,     06:15,       6分,      2599,      4090,       -/-,   728.5/802/838,       418.5/-
 29,      海口,     09:40,         -,           ,      2795,      4283,       -/-,   794.5/874/914,       457.5/-
