   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     08:24,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   韶关东,     10:40,     10:46,       6分,       130,       221,       -/-,  83.5/88.5/91.5,        37.5/-
  3,      郴州,     12:21,     12:24,       3分,       231,       374,       -/-,99.5/104.5/107.5,        53.5/-
  4,      衡阳,     14:04,     14:07,       3分,       334,       521,       -/-,     133/138/142,          75/-
  5,      株洲,     15:29,     15:33,       4分,       419,       655,       -/-,     158/164/169,          91/-
  6,      长沙,     16:10,     16:19,       9分,       460,       707,       -/-,     171/176/182,          98/-
  7,      岳阳,     17:37,     17:40,       3分,       547,       854,       -/-,     194/200/208,         112/-
  8,      武昌,     19:46,     20:21,      35分,       676,      1069,       -/-,238.5/246.5/255.5,       138.5/-
  9,      信阳,     22:30,     22:33,       3分,       840,      1303,       -/-,280.5/289.5/299.5,       163.5/-
 10,   驻马店,     23:20,     23:23,       3分,       890,      1399,       -/-,288.5/298.5/307.5,       168.5/-
 11,      漯河,     23:59,     00:02,       3分,       929,      1465,       -/-,304.5/315.5/325.5,       177.5/-
 12,      郑州,     01:15,     01:23,       8分,      1005,      1605,       -/-,     328/339/351,         198/-
 13,      洛阳,     02:44,     02:50,       6分,      1094,      1729,       -/-,     343/355/367,         201/-
 14,      西安,     07:24,     07:36,      12分,      1374,      2116,       -/-,     399/414/428,         236/-
 15,      宝鸡,     09:10,     09:18,       8分,      1480,      2289,       -/-,     426/441/456,         251/-
 16,      天水,     10:52,     10:58,       6分,      1582,      2444,       -/-,446.5/462.5/477.5,       263.5/-
 17,      甘谷,     11:40,     11:43,       3分,      1630,      2511,       -/-,455.5/472.5/487.5,       268.5/-
 18,      陇西,     12:27,     12:33,       6分,      1677,      2590,       -/-,463.5/480.5/496.5,       273.5/-
 19,      兰州,     15:03,     15:18,      15分,      1833,      2792,       -/-,491.5/507.5/525.5,       290.5/-
 20,      西宁,     16:56,     17:06,      10分,      1946,      3020,       -/-,513.5/531.5/549.5,       302.5/-
 21,   张掖西,     19:15,     19:18,       3分,      2085,      3317,       -/-,     546/566/585,         323/-
 22,   酒泉南,     20:41,     20:43,       2分,      2171,      3478,       -/-,     576/596/617,         341/-
 23,   嘉峪关,     21:07,     21:22,      15分,      2197,      3506,       -/-,     576/596/617,         341/-
 24,      玉门,     22:30,     22:34,       4分,      2280,      3638,       -/-,     595/616/637,         352/-
 25,      柳园,     00:14,     00:26,      12分,      2384,      3803,       -/-,     615/638/660,         365/-
 26,      哈密,     03:56,     04:11,      15分,      2612,      4075,       -/-,649.5/671.5/695.5,       385.5/-
 27,      鄯善,     06:26,     06:33,       7分,      2762,      4345,       -/-,679.5/703.5/727.5,       402.5/-
 28,   吐鲁番,     07:47,     07:53,       6分,      2843,      4485,       -/-,702.5/726.5/752.5,       416.5/-
 29,乌鲁木齐南,     09:24,         -,           ,      2940,      4680,       -/-,   714.5/786/822,       423.5/-
