   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      济南,         -,     22:02,         -,         -,         -,         -,               -,              -
  2,      泰山,     22:47,     22:50,      03分,        45,         0,       0/-,           0/0/0,            0/0
  3,      兖州,     23:39,     23:42,      03分,        97,         0,    23.5/-,      69.5/73/79,      105.5/119
  4,      邹城,     23:54,     23:56,      02分,       112,         0,    28.5/-,      74.5/78/85,      112.5/127
  5,      滕州,     00:18,     00:22,      04分,       136,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,    枣庄西,     00:39,     00:51,      12分,       157,         0,    40.5/-,      86.5/90/98,      129.5/146
  7,      徐州,     01:39,     02:00,      21分,       217,         0,    46.5/-,     92.5/97/105,      140.5/159
  8,      郑州,     04:44,     04:52,      08分,       402,         0,      91/-,     158/165/179,        243/274
  9,      洛阳,     06:13,     06:16,      03分,       491,         0,     105/-,     184/191/208,        285/321
 10,      西安,     10:50,     11:02,      12分,       768,         0,   148.5/-,   254.5/265/288,      398.5/449
 11,      宝鸡,     12:36,     12:42,      06分,       874,         0,   168.5/-,   288.5/300/326,      450.5/508
 12,      天水,     14:15,     14:21,      06分,       973,         0,   180.5/-,   310.5/323/351,      488.5/551
 13,      甘谷,     15:03,     15:21,      18分,      1021,         0,   189.5/-,   322.5/335/364,      504.5/569
 14,      陇西,     16:05,     16:07,      02分,      1083,         0,     192/-,     328/341/371,        515/580
 15,      定西,     17:01,     17:03,      02分,      1139,         0,     201/-,     343/357/387,        542/611
 16,      兰州,     18:41,     18:56,      15分,      1239,         0,     213/-,     363/377/410,        572/645
 17,      西宁,     20:34,     20:42,      08分,      1352,         0,     229/-,     389/404/439,        613/691
 18,    张掖西,     22:51,     22:57,      06分,      1489,         0,   254.5/-,   434.5/452/491,      687.5/775
 19,    嘉峪关,     00:39,     00:49,      10分,      1597,         0,   273.5/-,   463.5/482/523,      734.5/828
 20,      柳园,     03:41,     03:49,      08分,      1779,         0,   293.5/-,   497.5/517/562,      786.5/886
 21,      哈密,     06:39,     06:49,      10分,      1957,         0,     317/-,     536/557/605,        849/957
 22,      吐哈,     08:34,     08:37,      03分,      2072,         0,     335/-,     566/588/639,       896/1010
 23,    鄯善北,     08:56,     08:59,      03分,      2094,         0,     341/-,     576/598/650,       911/1026
 24,  吐鲁番北,     09:41,     09:44,      03分,      2139,         0,     348/-,     586/609/662,       927/1044
 25,乌鲁木齐南,     11:01,     11:16,      15分,      2219,         0,     360/-,     606/630/684,       961/1083
 26,  乌鲁木齐,     11:34,     11:34,      00分,      2252,         0,     360/-,     606/630/684,       961/1083
