   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      贵阳,         -,     09:25,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      凯里,     11:45,     11:49,      04分,       140,         0,    28.5/-,      74.5/78/85,      113.5/128
  3,      玉屏,     13:57,     14:00,      03分,       272,         0,    50.5/-,    98.5/101/109,      148.5/185
  4,      怀化,     15:34,     15:42,      08分,       369,         0,    84.5/-,   115.5/120/131,      175.5/198
  5,      娄底,     19:34,     19:40,      06分,       609,         0,     102/-,     178/185/201,        274/309
  6,      长沙,     21:40,     21:48,      08分,       735,         0,     124/-,     215/224/243,        338/379
  7,      武昌,     01:08,     01:26,      18分,       943,         0,   183.5/-,   280.5/292/317,      438.5/494
  8,      郑州,     06:03,     06:09,      06分,      1238,         0,     213/-,     363/377/410,        572/845
  9,   石家庄,     09:29,     09:35,      06分,      1444,         0,     243/-,     414/430/488,      854/1127
 10,   北京西,     12:10,     12:10,      00分,      1605,         0,   288.5/-,   455.5/473/514,  899.5/1172.5
