   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   北京西,         -,     16:09,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    石家庄,     18:33,     18:38,      05分,       144,         0,       -/-,     89.5/93/101,      135.5/153
  3,      郑州,     22:01,     22:12,      11分,       352,         0,       -/-,     163/170/174,        251/283
  4,      武昌,     02:46,     02:52,      06分,       637,         0,       -/-,   261.5/272/296,      409.5/462
  5,      长沙,     06:09,     06:15,      06分,       840,         0,       -/-,   322.5/335/364,      504.5/569
  6,      衡阳,     08:09,     08:15,      06分,       960,         0,       -/-,     343/357/387,        542/611
  7,      永州,     09:37,     09:41,      04分,      1048,         0,       -/-,     370/385/418,        585/659
  8,      桂林,     11:34,     11:40,      06分,      1165,         0,       -/-,     399/415/451,       629/703
  9,      柳州,     13:18,     13:25,      07分,      1269,         0,       -/-,     426/443/481,        673/758
 10,    南宁东,     15:29,     15:33,      04分,      1400,         0,       -/-,   455.5/473/514,      718.5/810
 11,      南宁,     15:46,     15:46,      00分,      1417,         0,       -/-,   455.5/473/514,      718.5/810
