   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      青岛,         -,     13:43,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   青岛北,     14:01,     14:16,      15分,        18,        15,       -/-,           -/-/-,           -/-
  3,      潍坊,     15:24,     15:26,       2分,       101,       183,       -/-,  74.5/79.5/82.5,        28.5/-
  4,   青州市,     15:51,     15:53,       2分,       128,       240,       -/-,  83.5/88.5/91.5,        37.5/-
  5,      淄博,     16:13,     16:15,       2分,       150,       283,       -/-,  89.5/94.5/97.5,        43.5/-
  6,      济南,     17:35,     17:54,      19分,       232,       393,       -/-,100.5/105.5/108.5,        54.5/-
  7,      泰山,     18:46,     18:49,       3分,       303,       466,       -/-,     123/126/130,          69/-
  8,      兖州,     19:47,     19:50,       3分,       364,       549,       -/-,     133/138/142,          75/-
  9,      滕州,     20:27,     20:30,       3分,       404,       610,       -/-,     144/148/154,          81/-
 10,   枣庄西,     20:49,     20:53,       4分,       426,       644,       -/-,     158/164/169,          91/-
 11,      徐州,     21:53,     22:12,      19分,       490,       712,       -/-,     171/176/182,          98/-
 12,      开封,     00:28,     00:30,       2分,       645,       989,       -/-,222.5/230.5/237.5,       128.5/-
 13,      郑州,     01:08,     01:16,       8分,       685,      1061,       -/-,238.5/246.5/255.5,       138.5/-
 14,      洛阳,     02:37,     02:43,       6分,       774,      1185,       -/-,254.5/263.5/272.5,       148.5/-
 15,      西安,     07:17,     07:28,      11分,      1054,      1572,       -/-,322.5/333.5/343.5,       189.5/-
 16,      宝鸡,     09:02,     09:10,       8分,      1159,      1745,       -/-,     343/355/367,         201/-
 17,      天水,     10:42,     10:48,       6分,      1259,      1900,       -/-,     363/375/388,         213/-
 18,      陇西,     12:10,     12:13,       3分,      1347,      2046,       -/-,     389/403/416,         229/-
 19,      定西,     13:07,     13:09,       2分,      1404,      2130,       -/-,     399/414/428,         236/-
 20,      兰州,     14:48,     15:05,      17分,      1505,      2248,       -/-,     414/429/444,         243/-
 21,   海石湾,     16:25,     16:28,       3分,      1602,      2354,       -/-,434.5/449.5/464.5,       254.5/-
 22,      西宁,     17:43,         -,           ,      1680,      2464,       -/-,446.5/462.5/477.5,       263.5/-
