   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      贵阳,         -,     18:31,         -,         -,         -,         -,               -,              -
  2,      玉屏,     22:56,     23:00,      04分,       265,         0,    50.5/-,    96.5/101/109,      146.5/165
  3,      怀化,     00:34,     00:40,      06分,       363,         0,    64.5/-,   115.5/120/131,      175.5/198
  4,      娄底,     04:32,     04:38,      06分,       601,         0,     102/-,     178/185/201,        274/309
  5,      长沙,     06:38,     06:46,      08分,       727,         0,     124/-,     215/224/243,        336/379
  6,      武昌,     10:09,     10:15,      06分,       938,         0,   163.5/-,   280.5/292/317,      438.5/494
  7,      许昌,     14:16,     14:18,      02分,      1185,         0,     201/-,     343/357/387,        542/611
  8,      郑州,     15:04,     15:14,      10分,      1233,         0,     213/-,     363/377/410,        572/645
  9,      安阳,     16:48,     16:50,      02分,      1337,         0,     229/-,     389/404/439,        613/691
 10,      邢台,     17:53,     17:57,      04分,      1402,         0,     240/-,     408/424/461,        640/721
 11,    石家庄,     18:53,     18:59,      06分,      1462,         0,     243/-,     414/430/468,        654/737
 12,      保定,     20:09,     20:15,      06分,      1538,         0,   254.5/-,   434.5/452/491,      687.5/775
 13,    北京西,     21:38,     21:38,      00分,      1627,         0,   268.5/-,   455.5/473/514,      718.5/810
