   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   哈尔滨,         -,     22:30,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      扶余,     23:32,     23:34,       2分,        62,       102,       -/-,      62.5/69/72,        16.5/-
  3,      长春,     01:04,     01:12,       8分,       156,       246,       -/-,     86.5/96/100,        40.5/-
  4,      四平,     02:25,     02:32,       7分,       237,       361,       -/-,    99.5/110/115,        53.5/-
  5,   沈阳北,     04:32,     04:47,      15分,       364,       546,       -/-,     133/147/153,          75/-
  6,   山海关,     08:13,     08:19,       6分,       585,       975,       -/-,     207/228/239,         119/-
  7,   秦皇岛,     08:38,     08:41,       3分,       610,       991,       -/-,     215/237/248,         124/-
  8,      唐山,     10:25,     10:31,       6分,       717,      1153,       -/-,   244.5/269/282,       141.5/-
  9,      天津,     11:43,     11:56,      13分,       793,      1276,       -/-,   261.5/288/301,       152.5/-
 10,      沧州,     13:21,     13:25,       4分,       891,      1402,       -/-,   288.5/318/332,       168.5/-
 11,      德州,     14:40,     14:44,       4分,       970,      1515,       -/-,   304.5/335/351,       177.5/-
 12,      泰山,     16:45,     16:48,       3分,      1095,      1706,       -/-,     337/371/388,         198/-
 13,      兖州,     17:46,     17:49,       3分,      1156,      1789,       -/-,     343/378/395,         201/-
 14,      邹城,     18:04,     18:07,       3分,      1174,      1810,       -/-,     343/378/395,         201/-
 15,      滕州,     18:33,     18:35,       2分,      1203,      1850,       -/-,     353/389/406,         206/-
 16,   枣庄西,     18:57,     19:00,       3分,      1227,      1884,       -/-,     363/400/418,         213/-
 17,      徐州,     20:00,     20:24,      24分,      1290,      1952,       -/-,     370/408/426,         217/-
 18,      宿州,     21:02,     21:05,       3分,      1352,      1971,       -/-,     381/419/437,         224/-
 19,      蚌埠,     21:51,     21:59,       8分,      1401,      2116,       -/-,     389/428/448,         229/-
 20,   滁州北,     22:58,     23:01,       3分,      1468,      2243,       -/-,     414/456/477,         243/-
 21,      南京,     23:41,     23:48,       7分,      2951,      2300,       -/-,     414/456/477,         243/-
 22,      镇江,     00:28,     00:32,       4分,      1558,      2364,       -/-,     426/469/490,         251/-
 23,      丹阳,     00:50,     00:53,       3分,      1580,      2740,       -/-,434.5/477.5/498.5,       254.5/-
 24,      常州,     01:22,     01:25,       3分,      1612,      2436,       -/-,   434.5/478/500,       254.5/-
 25,      无锡,     01:52,     01:58,       6分,      1642,      2475,       -/-,   446.5/492/514,       263.5/-
 26,      苏州,     02:26,     02:29,       3分,      1676,      2517,       -/-,   446.5/492/514,       263.5/-
 27,      昆山,     02:53,     02:56,       3分,      1703,      2552,       -/-,   455.5/502/524,       268.5/-
 28,      嘉兴,     04:52,     04:55,       3分,      1822,      2695,       -/-,   471.5/519/543,       278.5/-
 29,      海宁,     05:15,     05:18,       3分,      1845,      2723,       -/-,   471.5/519/543,       278.5/-
 30,      杭州,     06:05,         -,           ,      1895,      2730,       -/-,   483.5/532/557,       285.5/-
