   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,乌鲁木齐南,         -,     18:45,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,吐鲁番北,     20:03,     20:07,       4分,        78,       158,       -/-,  69.5/74.5/77.5,        23.5/-
  3,      哈密,     23:01,     23:11,      10分,       256,       530,       -/-,     139/144/148,          78/-
  4,      柳园,     02:04,     02:16,      12分,       439,       851,       -/-,     200/206/214,         115/-
  5,   嘉峪关,     04:51,     05:06,      15分,       606,      1148,       -/-,254.5/263.5/272.5,       148.5/-
  6,   张掖西,     06:50,     06:54,       4分,       725,      1367,       -/-,270.5/279.5/288.5,       168.5/-
  7,      西宁,     09:08,     09:16,       8分,       863,      1664,       -/-, 327/333.5/343.5,         198/-
  8,      兰州,     10:53,     11:08,      15分,       968,      1862,       -/-,     363/375/388,         213/-
  9,      天水,     15:12,     15:18,       6分,      1227,      2210,       -/-,     414/414/428,         243/-
 10,      宝鸡,     17:51,     17:57,       6分,      1386,      2365,       -/-,   434.5/441/456,       254.5/-
 11,      西安,     19:27,     19:49,      22分,      1482,      2538,       -/-,455.5/472.5/487.5,       268.5/-
 12,      商洛,     22:06,     22:08,       2分,      1641,      2718,       -/-,           -/-/-,           -/-
 13,   襄阳东,     03:19,     03:25,       6分,      1954,      3119,       -/-,529.5/547.5/566.5,       313.5/-
 14,      武昌,     06:02,     06:22,      20分,      2117,      3441,       -/-,     586/616/628,         348/-
 15,      岳阳,     08:19,     08:22,       3分,      2254,      3656,       -/-,     615/649/672,         365/-
 16,      长沙,     09:45,     09:51,       6分,      2340,      3803,       -/-,635.5/658.5/680.5,       376.5/-
 17,      衡阳,     11:51,     11:55,       4分,      2466,      3989,       -/-,659.5/683.5/706.5,       391.5/-
 18,      郴州,     13:33,     13:37,       4分,      2568,      4136,       -/-,670.5/703.5/727.5,       397.5/-
 19,   韶关东,     15:14,     15:18,       4分,      2669,      4289,       -/-,694.5/726.5/752.5,       412.5/-
 20,      广州,     17:40,     17:55,      15分,      2815,      4510,       -/-,728.5/754.5/779.5,       433.5/-
 21,      深圳,     19:28,         -,           ,      2923,      4657,       -/-,729.5/755.5/780.5,       434.5/-
