   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      包头,         -,     10:26,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   包头东,     10:41,     10:45,       4分,        15,        16,       -/-,        54/59/62,           8/-
  3,呼和浩特,     11:58,     12:09,      11分,        82,       165,       -/-,  70.5/75.5/78.5,        24.5/-
  4,呼和浩特东,     12:19,     12:27,       8分,       113,       173,       -/-,  74.5/79.5/82.5,        28.5/-
  5,   集宁南,     13:35,     13:41,       6分,       189,       323,       -/-,96.5/101.5/104.5,        50.5/-
  6,张家口南,     15:35,     15:41,       6分,       309,       501,       -/-,     129/132/136,          72/-
  7,   天津西,     20:08,     20:14,       6分,       582,       811,       -/-,     184/190/196,         105/-
  8,      沧州,     21:07,     21:09,       2分,       641,       927,       -/-,     207/215/221,         119/-
  9,      兖州,     00:48,     00:51,       3分,       862,      1314,       -/-,280.5/289.5/299.5,       163.5/-
 10,      徐州,     02:20,     02:36,      16分,       954,      1477,       -/-,304.5/315.5/325.5,       177.5/-
 11,      蚌埠,     04:18,     04:23,       5分,      1072,      1641,       -/-,     328/339/351,         192/-
 12,      南京,     06:15,     06:30,      15分,      1189,      1825,       -/-,     353/365/377,         206/-
 13,      镇江,     07:02,     07:19,      17分,      1236,      1889,       -/-,     363/375/388,         213/-
 14,      常州,     07:53,     07:56,       3分,      1287,      1961,       -/-,     381/393/407,         224/-
 15,      无锡,     08:17,     08:21,       4分,      1311,      2000,       -/-,     381/393/407,         224/-
 16,      苏州,     08:43,     08:47,       4分,      1337,      2042,       -/-,     389/403/416,         229/-
 17,   上海南,     09:53,     10:20,      27分,      1407,      2140,       -/-,     399/414/428,         236/-
 18,      嘉兴,     11:02,     11:05,       3分,      1476,      2220,       -/-,     414/429/444,         243/-
 19,      海宁,     11:25,     11:28,       3分,      1499,      2248,       -/-,     414/429/444,         243/-
 20,      杭州,     12:23,         -,           ,      1557,      2313,       -/-,     426/469/490,         251/-
