   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      上海,         -,     18:37,         -,         -,         -,         -,               -,              -
  2,      苏州,     19:22,     19:25,      03分,        45,         0,    14.5/-,      60.5/63/69,       90.5/102
  3,      无锡,     19:47,     19:50,      03分,        70,         0,    19.5/-,      65.5/68/74,       99.5/113
  4,      南京,     21:15,     21:21,      06分,       158,         0,    46.5/-,     92.5/97/105,      140.5/159
  5,      徐州,     00:08,     00:29,      21分,       331,         0,      91/-,     158/165/179,        243/274
  6,      郑州,     03:18,     03:26,      08分,       521,         0,   128.5/-,   222.5/231/252,      348.5/393
  7,      洛阳,     04:47,     05:04,      17分,       610,         0,   141.5/-,   244.5/254/276,      381.5/430
  8,      渭南,     08:53,     08:55,      02分,       856,         0,   177.5/-,   304.5/317/344,      476.5/537
  9,      西安,     09:49,     09:57,      08分,       912,         0,   180.5/-,   310.5/323/351,      488.5/551
 10,      宝鸡,     11:31,     11:39,      08分,      1014,         0,     198/-,     337/350/381,        530/597
 11,      天水,     13:11,     13:17,      06分,      1114,         0,     206/-,     353/367/399,        556/627
 12,      甘谷,     13:59,     14:02,      03分,      1162,         0,     217/-,     370/385/418,        585/659
 13,      陇西,     14:46,     14:58,      12分,      1209,         0,     224/-,     381/396/430,        598/674
 14,      定西,     15:52,     15:54,      02分,      1275,         0,     229/-,     389/404/439,        613/691
 15,      兰州,     17:33,     17:33,      00分,      1376,         0,     240/-,     408/424/461,        640/721
