   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     09:35,         -,         -,         -,         -,               -,              -
  2,      柳州,     12:19,     12:26,      07分,       164,         0,    37.5/-,      83.5/87/95,      125.5/142
  3,    桂林北,     13:59,     14:05,      06分,       264,         0,    54.5/-,   100.5/105/114,      155.5/176
  4,      衡阳,     17:13,     17:19,      06分,       458,         0,      98/-,     171/178/193,        263/297
  5,      长沙,     19:16,     19:23,      07分,       581,         0,     119/-,     207/215/234,        324/365
  6,      岳阳,     20:41,     20:43,      02分,       666,         0,   135.5/-, 232.5/240.5/263,      360.5/406
  7,      武昌,     22:49,     23:05,      16分,       794,         0,   156.5/-,   268.5/279/303,      422.5/476
  8,      郑州,     03:39,     03:46,      07分,      1084,         0,     206/-,     353/367/399,        556/627
  9,      新乡,     04:33,     05:10,      37分,      1138,         0,     213/-,     363/377/410,        572/645
 10,      安阳,     06:01,     06:05,      04分,      1226,         0,     224/-,     381/396/430,        598/674
 11,      邢台,     07:07,     07:11,      04分,      1292,         0,     236/-,     399/415/451,        629/709
 12,    石家庄,     08:07,     08:13,      06分,      1352,         0,     243/-,     414/430/468,        654/737
 13,      保定,     09:23,     09:33,      10分,      1428,         0,   254.5/-,   434.5/452/491,      687.5/775
 14,  张家口南,     14:29,     14:35,      06分,      1734,         0,   278.5/-,   471.5/490/532,      747.5/842
 15,    集宁南,     16:23,     16:32,      09分,      1848,         0,   293.5/-,   497.5/517/562,      786.5/886
 16,  呼和浩特,     17:47,     18:09,      22分,      1932,         0,   302.5/-,   513.5/534/580,      814.5/918
 17,    包头东,     19:39,     19:43,      04分,      2044,         0,   313.5/-,   529.5/550/598,      834.5/940
 18,      包头,     20:00,     20:00,      00分,      2065,         0,     317/-,     536/557/605,        849/957
