   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      深圳,         -,     19:57,         -,         -,         -,         -,               -,              -
  2,    东莞东,     20:39,     20:46,      07分,        42,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      惠州,     21:28,     21:32,      04分,        91,         0,    18.5/-,      64.5/67/73,       97.5/110
  4,      河源,     22:23,     22:26,      03分,       146,         0,    29.5/-,      75.5/79/86,      115.5/131
  5,      龙川,     23:21,     23:27,      06分,       204,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,      赣州,     02:04,     02:25,      21分,       367,         0,      72/-,     129/134/146,        197/222
  7,      吉安,     04:16,     04:21,      05分,       499,         0,      93/-,     163/170/184,        251/283
  8,    南昌西,     06:23,     06:36,      13分,       626,         0,     119/-,     207/215/234,        324/365
  9,      九江,     07:40,     07:44,      04分,       703,         0,   138.5/-,   238.5/248/270,      372.5/420
 10,      麻城,     09:48,     09:50,      02分,       831,         0,   156.5/-,   268.5/279/303,      422.5/476
 11,      阜阳,     11:47,     12:10,      23分,       950,         0,   180.5/-,   310.5/323/351,      488.5/551
 12,      亳州,     13:02,     13:05,      03分,      1025,         0,     192/-,     328/341/371,        515/580
 13,    商丘南,     13:42,     13:45,      03分,      1065,         0,     198/-,     337/350/381,        530/597
 14,      菏泽,     14:41,     14:45,      04分,      1124,         0,     206/-,     353/367/399,        556/627
 15,      聊城,     15:52,     15:57,      05分,      1195,         0,     217/-,     370/385/418,        585/659
 16,      衡水,     17:17,     17:21,      04分,      1280,         0,     236/-,     399/415/451,        629/709
 17,      霸州,     18:39,     18:41,      02分,      1362,         0,     251/-,     426/443/481,        673/758
 18,      天津,     20:05,     20:13,      08分,      1448,         0,   254.5/-,   434.5/452/491,      687.5/775
 19,      唐山,     21:26,     21:31,      05分,      1529,         0,   268.5/-,   455.5/473/514,      718.5/810
 20,    山海关,     23:21,     23:27,      06分,      1644,         0,   278.5/-,   471.5/490/532,      747.5/842
 21,      锦州,     01:25,     01:31,      06分,      1768,         0,   293.5/-,   497.5/517/562,      786.5/886
 22,    沟帮子,     02:11,     02:22,      11分,      1814,         0,   299.5/-,   507.5/527/573,      802.5/904
 23,      盘锦,     02:44,     02:49,      05分,      1847,         0,   299.5/-,   507.5/527/573,      802.5/904
 24,      海城,     03:42,     03:45,      03分,      1905,         0,   302.5/-,   513.5/534/580,      814.5/918
 25,      鞍山,     04:11,     04:14,      03分,      1934,         0,   313.5/-,   529.5/550/598,      834.5/940
 26,      辽阳,     04:33,     04:36,      03分,      1956,         0,   313.5/-,   529.5/550/598,      834.5/940
 27,    沈阳北,     05:30,     05:30,      00分,      2013,         0,     317/-,     536/557/605,        849/957
