   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     18:32,         -,         -,         -,         -,               -,              -
  2,    天津西,     19:48,     19:51,      03分,        76,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,      沧州,     20:44,     20:46,      02分,       132,         0,    41.5/-,      87.5/91/99,      132.5/150
  4,      徐州,     01:30,     01:52,      22分,       418,         0,     105/-,     184/191/208,        285/321
  5,      洋河,     03:55,     03:58,      03分,       563,         0,   135.5/-,   232.5/242/263,      360.5/406
  6,      泗阳,     04:20,     04:23,      03分,       588,         0,   135.5/-,   232.5/242/263,      360.5/406
  7,      淮安,     04:58,     05:01,      03分,       626,         0,   138.5/-,   238.5/248/270,      372.5/420
  8,      盐城,     06:23,     06:26,      03分,       711,         0,   152.5/-,   261.5/272/296,      409.5/462
  9,    海安县,     07:45,     07:55,      10分,       793,         0,   163.5/-,   280.5/292/317,      438.5/494
 10,      南通,     08:30,     08:30,      00分,       838,         0,   168.5/-,   288.5/300/326,      450.5/508
