   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   哈尔滨,         -,     10:43,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      长春,     12:42,     12:48,       6分,       119,       246,       -/-,  86.5/91.5/94.5,        40.5/-
  3,   沈阳北,     15:12,     15:18,       6分,       269,       546,       -/-,     133/138/142,          75/-
  4,   绥中北,     17:36,     17:50,      14分,       413,       871,       -/-,     200/206/214,         115/-
  5,      北京,     21:08,     21:28,      20分,       625,      1249,       -/-,261.5/270.5/279.5,       152.5/-
  6,      徐州,     04:10,     04:25,      15分,      1047,      2063,       -/-,     389/403/416,         229/-
  7,      沭阳,     06:05,     06:08,       3分,      1162,      2224,       -/-,     414/429/444,         243/-
  8,      淮安,     06:48,     06:52,       4分,      1205,      2283,       -/-,     426/441/456,         251/-
  9,      建湖,     07:47,     07:51,       4分,      1264,      2365,       -/-,434.5/449.5/464.5,       254.5/-
 10,      盐城,     08:22,     08:35,      13分,      1299,      2406,       -/-,434.5/449.5/464.5,       254.5/-
 11,      东台,     09:16,     09:21,       5分,      1353,      2469,       -/-,446.5/462.5/477.5,       263.5/-
 12,      泰州,     10:12,         -,           ,      1409,      2563,       -/-,   463.5/510/534,       273.5/-
