   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     20:00,         -,         -,         -,         -,               -,              -
  2,  石家庄北,     22:33,     22:37,      04分,       153,         0,    43.5/-,     89.5/93/101,      135.5/153
  3,      太原,     00:19,     00:25,      06分,       259,         0,       0/-,           0/0/0,            0/0
  4,      中卫,     07:05,     07:16,      11分,       665,         0,   156.5/-,   268.5/279/303,      422.5/476
  5,      兰州,     12:17,     12:33,      16分,       977,         0,   189.5/-,   322.5/335/364,      504.5/569
  6,      西宁,     15:00,     15:20,      20分,      1140,         0,     206/-,     353/367/399,        556/627
  7,    德令哈,     19:22,     19:24,      02分,      1402,         0,     251/-,     426/443/481,        673/758
  8,    格尔木,     22:15,     22:40,      25分,      1575,         0,   273.5/-,   463.5/482/523,      734.5/828
  9,      那曲,     08:04,     08:10,      06分,      2164,         0,     335/-,     648/673/732,      1027/1157
 10,      拉萨,     12:30,     12:30,      00分,      2430,         0,     360/-,     720/742/763,      1144/1186
