   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     21:16,         -,         -,         -,         -,               -,              -
  2,      保定,     22:29,     22:33,      04分,        73,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,    石家庄,     23:48,     23:54,      06分,       152,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      邢台,     00:41,     00:45,      04分,       205,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      郑州,     03:33,     03:39,      06分,       377,         0,      93/-,     163/170/184,        251/283
  6,      孝感,     07:24,     07:27,      03分,       608,         0,   141.5/-,   244.5/254/276,      381.5/430
  7,      武昌,     08:22,     08:30,      08分,       666,         0,   152.5/-,   261.5/272/296,      409.5/462
  8,      长沙,     11:48,     11:56,      08分,       872,         0,   189.5/-,   322.5/335/364,      504.5/569
  9,      娄底,     13:48,     13:54,      06分,       992,         0,     201/-,     343/357/387,        542/611
 10,      怀化,     17:51,     17:59,      08分,      1235,         0,     229/-,     389/404/439,        613/691
 11,      凯里,     21:31,     21:35,      04分,      1455,         0,   254.5/-,   434.5/452/491,      687.5/775
 12,      贵阳,     00:01,     00:13,      12分,      1605,         0,   268.5/-,   455.5/473/514,      718.5/810
 13,      安顺,     01:24,     01:28,      04分,      1688,         0,   278.5/-,   471.5/490/532,      747.5/842
 14,    六盘水,     03:31,     03:40,      09分,      1815,         0,   290.5/-,   491.5/511/555,      775.5/874
 15,      宣威,     05:02,     05:08,      06分,      1906,         0,   299.5/-,   507.5/527/573,      802.5/904
 16,      曲靖,     05:56,     06:00,      04分,      1960,         0,   302.5/-,   513.5/534/580,      814.5/918
 17,      昆明,     07:17,     07:17,      00分,      2041,         0,     317/-,     536/557/605,        849/957
