   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      包头,         -,     19:27,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   包头东,     19:43,     19:46,       3分,        16,        16,       -/-,        54/59/62,           8/-
  3,呼和浩特东,     21:11,     21:24,      13分,       103,       173,       -/-,  74.5/79.5/82.5,        28.5/-
  4,   集宁南,     22:32,     22:38,       6分,       184,       323,       -/-,96.5/101.5/104.5,        50.5/-
  5,张家口南,     00:21,     00:27,       6分,       293,       501,       -/-,     129/132/136,          72/-
  6,      衡水,     06:04,     06:12,       8分,       636,       981,       -/-,     215/223/230,         124/-
  7,      聊城,     07:32,     07:35,       3分,       724,      1133,       -/-,238.5/246.5/255.5,       138.5/-
  8,      菏泽,     08:44,     08:46,       2分,       796,      1289,       -/-,270.5/279.5/288.5,       156.5/-
  9,   商丘南,     09:44,     09:47,       3分,       856,      1360,       -/-,288.5/298.5/307.5,       168.5/-
 10,      毫州,     10:20,     10:23,       3分,       892,      3081,       -/-,296.5/306.5/317.5,       173.5/-
 11,      阜阳,     11:21,     11:44,      23分,       953,      1562,       -/-,310.5/321.5/331.5,       180.5/-
 12,      潢川,     12:43,     12:46,       3分,      1035,      1678,       -/-,     328/339/351,         192/-
 13,      麻城,     13:50,     13:56,       6分,      1102,      1798,       -/-,     343/355/367,         201/-
 14,      九江,     15:53,     15:57,       4分,      1225,      2021,       -/-,     381/393/407,         224/-
 15,      吉安,     19:53,     19:59,       6分,      1465,      2382,       -/-,434.5/449.5/464.5,       254.5/-
 16,      泰和,     20:20,     20:24,       4分,      1492,      2416,       -/-,434.5/449.5/464.5,       254.5/-
 17,      赣州,     21:55,     22:01,       6分,      1587,      2568,       -/-,455.5/472.5/487.5,       268.5/-
 18,      龙川,     00:50,     00:58,       8分,      1762,      2809,       -/-,491.5/507.5/525.5,       290.5/-
 19,      惠州,     02:51,     02:56,       5分,      1883,      2964,       -/-,507.5/524.5/542.5,       299.5/-
 20,   东莞东,     03:40,     03:49,       9分,      1932,      3018,       -/-,513.5/531.5/549.5,       302.5/-
 21,   深圳东,     05:06,         -,           ,      2019,      3037,       -/-,513.5/531.5/549.5,       302.5/-
