   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     16:15,         -,         -,         -,         -,               -,              -
  2,    石家庄,     18:39,     18:44,      05分,       144,         0,    43.5/-,     89.5/93/101,      135.5/153
  3,      郑州,     22:07,     22:18,      11分,       352,         0,      93/-,     163/170/184,        251/283
  4,      武昌,     02:52,     02:58,      06分,       637,         0,   152.5/-,   261.5/272/296,      409.5/462
  5,      长沙,     06:15,     06:21,      06分,       840,         0,   189.5/-,   322.5/335/364,      504.5/569
  6,      娄底,     08:14,     08:21,      07分,       959,         0,     201/-,     343/357/387,        542/611
  7,      怀化,     12:18,     12:28,      10分,      1203,         0,     229/-,     389/404/439,        613/691
  8,      玉屏,     14:02,     14:05,      03分,      1307,         0,     240/-,     408/421/461,        640/721
  9,      凯里,     16:06,     16:09,      03分,      1431,         0,   254.5/-,   434.5/452/491,      687.5/775
 10,      贵阳,     18:35,     18:35,      00分,      1580,         0,   268.5/-,   455.5/473/514,      718.5/810
