   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌鲁木齐,         -,     13:39,         -,         -,         -,         -,               -,              -
  2,乌鲁木齐南,     13:55,     14:10,      15分,        16,         0,       8/-,        54/57/61,          78/88
  3,  吐鲁番北,     15:23,     15:26,      03分,       104,         0,    23.5/-,      69.5/73/79,      105.5/119
  4,    鄯善北,     16:10,     16:13,      03分,       151,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      哈密,     18:10,     18:25,      15分,       271,         0,      75/-,     133/139/151,        205/231
  6,      柳园,     21:18,     21:28,      10分,       459,         0,     112/-,     194/202/219,        301/339
  7,      玉门,     22:58,     23:01,      03分,       559,         0,   128.5/-,   222.5/231/252,      348.5/393
  8,    嘉峪关,     00:19,     00:32,      13分,      -800,         0,   141.5/-,   244.5/254/276,      381.5/430
  9,      清水,     01:19,     01:23,      04分,      -740,         0,   152.5/-,   261.5/272/296,      409.5/462
 10,      张掖,     02:33,     02:39,      06分,      -666,         0,   168.5/-,   288.5/300/326,      450.5/508
 11,      金昌,     04:14,     04:18,      04分,      -565,         0,   180.5/-,   310.5/323/351,      488.5/551
 12,      武威,     04:59,     05:05,      06分,      -520,         0,     192/-,     328/341/371,        515/580
 13,      中卫,     08:22,     08:37,      15分,      -317,         0,     213/-,     363/377/410,        572/645
 14,      定边,     10:50,     10:53,      03分,      -169,         0,     236/-,     399/415/451,        629/709
 15,      绥德,     12:48,     12:54,      06分,       -51,         0,   254.5/-,   434.5/452/491,      687.5/775
 16,      吕梁,     13:48,     13:52,      04分,         9,         0,   263.5/-,   446.5/464/504,      704.5/794
 17,    太原南,     15:18,     15:33,      15分,        99,         0,   273.5/-,   463.5/482/523,      734.5/828
 18,    阳泉北,     16:37,     16:41,      04分,       178,         0,   285.5/-,   483.5/502/546,      761.5/858
 19,  石家庄北,     17:38,     17:44,      06分,       239,         0,   293.5/-,   497.5/517/562,      786.5/886
 20,      保定,     18:55,     18:59,      04分,       316,         0,   302.5/-,   513.5/534/580,      814.5/918
 21,    北京西,     20:22,     20:22,      00分,       403,         0,   313.5/-,   529.5/550/598,      834.5/940
