   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    上海南,         -,     17:14,         -,         -,         -,         -,               -,              -
  2,      嘉兴,     17:59,     18:02,      03分,        45,         0,       -/-,      58.5/61/66,       89.5/101
  3,    杭州东,     18:57,     19:03,      06分,       103,         0,       -/-,      70.5/74/80,      108.5/123
  4,      义乌,     20:06,     20:09,      03分,       172,         0,       -/-,     92.5/97/105,      140.5/159
  5,      金华,     20:45,     20:51,      06分,       211,         0,       -/-,    97.5/102/110,      149.5/169
  6,      鹰潭,     23:39,     23:45,      06分,       385,         0,       0/-,           0/0/0,            0/0
  7,      武昌,     04:22,     04:52,      30分,       668,         0,       -/-,   254.5/265/288,      398.5/449
  8,    宜昌东,     07:13,     07:23,      10分,       839,         0,       -/-,   304.5/317/344,      476.5/537
  9,      恩施,     09:21,     09:27,      06分,       967,         0,       -/-,     337/350/381,        530/597
 10,    重庆北,     12:19,     12:19,      00分,      1145,         0,       -/-,     389/404/439,        613/691
