   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      昆明,         -,     10:55,         -,         -,         -,         -,               -,              -
  2,      曲靖,     12:08,     12:14,      06分,        73,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,      宣威,     12:59,     13:06,      07分,       124,         0,    40.5/-,      86.5/90/98,      129.5/146
  4,    六盘水,     14:21,     14:27,      06分,       206,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      贵阳,     17:25,     17:50,      25分,       390,         0,      86/-,     152/158/172,        233/263
  6,      怀化,     23:48,     23:54,      06分,       773,         0,   138.5/-,   238.5/248/270,      372.5/420
  7,      株洲,     05:31,     05:51,      20分,      1116,         0,   180.5/-,   310.5/323/351,      488.5/551
  8,      鹰潭,     09:17,     09:24,      07分,      1342,         0,       0/-,           0/0/0,            0/0
  9,      上饶,     10:20,     10:25,      05分,      1405,         0,     236/-,     399/415/451,        629/709
 10,      金华,     11:58,     12:04,      06分,      1503,         0,     251/-,     426/443/481,        673/758
 11,      义乌,     12:35,     12:38,      03分,      1540,         0,   254.5/-,   434.5/452/491,      687.5/775
 12,      绍兴,     13:57,     14:02,      05分,       182,         0,   268.5/-,   455.5/473/514,      718.5/810
 13,      余姚,     14:46,     14:49,      03分,       231,         0,   273.5/-,   463.5/482/523,      734.5/828
 14,      宁波,     15:49,     15:49,      00分,       294,         0,   273.5/-,   463.5/482/523,      734.5/828
