   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      杭州,         -,     17:04,         -,         -,         -,         -,               -,              -
  2,      海宁,     17:38,     17:41,      03分,        34,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      嘉兴,     17:59,     18:02,      03分,        55,         0,    15.5/-,      61.5/64/70,       92.5/105
  4,    上海南,     18:54,     19:30,      36分,       110,         0,    28.5/-,      74.5/78/85,      112.5/127
  5,      苏州,     20:31,     20:41,      10分,       207,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,      无锡,     21:03,     21:06,      03分,       239,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      常州,     21:27,     21:30,      03分,       263,         0,    51.5/-,    97.5/102/110,      149.5/169
  8,      南京,     22:44,     22:53,      09分,       340,         0,      69/-,     123/128/139,        186/210
  9,      蚌埠,     00:25,     00:28,      03分,       441,         0,      93/-,     163/170/184,        251/283
 10,      徐州,     01:57,     02:17,      20分,       533,         0,     112/-,     194/202/219,        301/339
 11,      兖州,     03:56,     03:59,      03分,       652,         0,   128.5/-,   222.5/231/252,      348.5/393
 12,      沧州,     07:28,     07:32,      04分,       864,         0,   168.5/-,   288.5/300/326,      450.5/508
 13,    天津西,     08:43,     08:56,      13分,       939,         0,   180.5/-,   310.5/323/351,      488.5/551
 14,  张家口南,     14:06,     14:12,      06分,      1262,         0,     206/-,     353/367/399,        556/627
 15,    集宁南,     15:58,     16:04,      06分,      1374,         0,     224/-,     381/396/430,        598/674
 16,呼和浩特东,     17:12,     17:29,      17分,         8,         0,     236/-,     399/415/451,        629/709
 17,  呼和浩特,     17:39,     17:46,      07分,      1475,         0,     240/-,     408/424/461,        640/721
 18,    包头东,     18:57,     19:01,      04分,      1553,         0,     251/-,     426/443/481,        673/758
 19,      包头,     19:18,     19:18,      00分,      1574,         0,     251/-,     426/443/481,        673/758
