   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   哈尔滨,         -,     21:36,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   沈阳北,     01:59,     02:05,       6分,       258,       546,       -/-,     133/147/153,          75/-
  3,      唐山,     06:36,     06:38,       2分,       540,      1112,       -/-,   244.5/269/282,       141.5/-
  4,      天津,     07:50,     07:58,       8分,       614,      1235,       -/-,   261.5/288/301,       152.5/-
  5,      徐水,     09:58,     10:05,       7分,       742,      1395,       -/-,           -/-/-,           -/-
  6,      保定,     10:19,     10:25,       6分,       763,      1419,       -/-,   304.5/335/351,       177.5/-
  7,   石家庄,     11:40,     11:50,      10分,       844,      1554,       -/-,     328/361/378,         192/-
  8,      安阳,     13:53,     13:57,       4分,       977,      1775,       -/-,     363/400/418,         213/-
  9,      新乡,     14:48,     14:53,       5分,      1032,      1882,       -/-,     370/408/426,         217/-
 10,      郑州,     15:39,     15:58,      19分,      1083,      2092,       -/-,     389/428/448,         229/-
 11,      漯河,     17:09,     17:12,       3分,      1173,      2232,       -/-,     408/449/470,         240/-
 12,      信阳,     18:31,     18:35,       4分,      1255,      2264,       -/-,     426/469/490,         251/-
 13,      武昌,     20:47,     20:53,       6分,      1391,      2498,       -/-,   463.5/510/534,       273.5/-
 14,      长沙,     00:10,     00:16,       6分,      1594,      2860,       -/-,   507.5/559/584,       299.5/-
 15,      株洲,     00:52,     00:55,       3分,      1636,      3042,       -/-,   513.5/565/591,       302.5/-
 16,      衡阳,     02:16,     02:19,       3分,      1720,      3193,       -/-,   529.5/583/609,       313.5/-
 17,      郴州,     03:57,     04:01,       4分,      1821,      3323,       -/-,     546/601/628,         323/-
 18,   韶关东,     05:38,     05:43,       5分,      1922,      3346,       -/-,     566/623/651,         335/-
 19,   广州东,     08:22,         -,           ,      2086,      3575,       -/-,     586/643/671,         348/-
