   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西宁,         -,     22:55,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   海石湾,     00:10,     00:25,      15分,        75,       122,       -/-,  62.5/67.5/70.5,        16.5/-
  3,      兰州,     01:45,     02:00,      15分,       170,       228,       -/-,  78.5/83.5/86.5,        32.5/-
  4,      定西,     03:22,     03:28,       6分,       267,       346,       -/-,96.5/101.5/104.5,        50.5/-
  5,      陇西,     04:20,     04:26,       6分,       325,       430,       -/-,110.5/114.5/117.5,        62.5/-
  6,      天水,     06:20,     06:33,      13分,       445,       576,       -/-,     139/144/148,          78/-
  7,      宝鸡,     09:10,     09:18,       8分,       615,       731,       -/-,     171/176/182,          98/-
  8,      西安,     10:52,     11:00,       8分,       717,       904,       -/-,     200/206/214,         115/-
  9,      洛阳,     15:34,     15:40,       6分,       999,      1291,       -/-,270.5/279.5/288.5,       156.5/-
 10,      郑州,     17:01,     17:08,       7分,      1086,      1415,       -/-,296.5/306.5/317.5,       173.5/-
 11,      开封,     17:44,     17:47,       3分,      1129,      1487,       -/-,304.5/315.5/325.5,       177.5/-
 12,      商丘,     18:49,     18:52,       3分,      1194,      1618,       -/-,     328/339/351,         192/-
 13,      砀山,     19:28,     19:37,       9分,      1233,      1681,       -/-,     337/349/361,         198/-
 14,      徐州,     20:35,     20:58,      23分,      1300,      1764,       -/-,     343/355/367,         201/-
 15,   枣庄西,     21:44,     21:47,       3分,      1369,      1832,       -/-,           -/-/-,           -/-
 16,      兖州,     22:38,     22:41,       3分,      1423,      1927,       -/-,           -/-/-,           -/-
 17,      泰山,     23:30,     23:33,       3分,      1475,      2010,       -/-,           -/-/-,           -/-
 18,      济南,     00:24,     00:57,      33分,      1529,      2083,       -/-,     389/403/416,         229/-
 19,      淄博,     02:01,     02:04,       3分,      1626,      2193,       -/-,           -/-/-,           -/-
 20,      潍坊,     02:59,     03:04,       5分,      1684,      2293,       -/-,           -/-/-,           -/-
 21,      青岛,     04:51,         -,           ,      1796,      2464,       -/-,446.5/462.5/477.5,       263.5/-
