   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   北京西,         -,     16:03,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    石家庄,     18:27,     18:32,      05分,       144,         0,    43.5/-,     89.5/93/101,      135.5/153
  3,      西安,     03:45,     03:57,      12分,       702,         0,   148.5/-,   254.5/265/288,      398.5/449
  4,      宝鸡,     05:31,     05:35,      04分,       808,         0,   168.5/-,   288.5/300/326,      450.5/508
  5,      天水,     07:08,     07:12,      04分,       905,         0,   180.5/-, 310.5/321.5/351,      488.5/551
  6,      甘谷,     07:54,     07:56,      02分,       951,         0,   189.5/-,   322.5/335/364,      504.5/569
  7,      陇西,     08:40,     08:44,      04分,       997,         0,     198/-,     337/350/381,        530/597
  8,      定西,     09:38,     09:40,      02分,      1055,         0,     201/-,     343/357/387,        542/611
  9,      兰州,     11:22,     11:34,      12分,      1159,         0,     213/-,     363/377/410,        572/645
 10,    海石湾,     12:58,     13:02,      04分,      1255,         0,     224/-,     381/396/430,        598/674
 11,    平安驿,     13:46,     13:49,      03分,      1303,         0,     229/-,     389/404/439,        613/691
 12,      西宁,     14:20,     14:20,      00分,      1337,         0,     236/-,     399/415/450,       629/709
