   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌鲁木齐,         -,     20:05,         -,         -,         -,         -,               -,              -
  2,乌鲁木齐南,     20:21,     20:36,      15分,        16,         0,       8/-,        54/56/61,          68/88
  3,  吐鲁番北,     21:49,     21:52,      03分,       104,         0,    23.5/-,      62.5/63/69,      105.5/119
  4,    鄯善北,     22:36,     22:39,      03分,       151,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      哈密,     00:36,     01:04,      28分,       271,         0,      65/-,     133/139/151,        205/231
  6,      柳园,     03:59,     04:07,      08分,       474,         0,     112/-,     194/202/219,        301/339
  7,      玉门,     05:37,     05:42,      05分,       572,         0,   128.5/-,   222.5/231/252,      348.5/393
  8,    嘉峪关,     07:00,     07:15,      15分,       655,         0,   141.5/-,   244.5/254/266,      381.5/430
  9,    酒泉南,     07:39,     07:43,      04分,       694,         0,   148.5/-,   254.5/265/288,      398.5/449
 10,    张掖西,     09:06,     09:11,      05分,       781,         0,   168.5/-,   288.5/300/326,      450.5/508
 11,      西宁,     11:17,     11:27,      10分,       912,         0,     198/-,     336/350/381,        530/596
 12,      兰州,     13:07,     13:33,      26分,      1022,         0,     213/-,     363/366/410,        562/645
 13,      陇西,     15:44,     15:47,      03分,      1179,         0,     229/-,     389/404/439,        613/691
 14,      甘谷,     16:34,     16:52,      18分,      1229,         0,     240/-,     408/424/461,        640/721
 15,      天水,     18:02,     18:10,      08分,      1317,         0,     243/-,     414/430/468,        654/736
 16,      宝鸡,     20:46,     20:54,      08分,      1481,         0,   254.5/-,   434.5/452/491,      686.5/765
 17,      西安,     22:33,     22:41,      08分,      1588,         0,   268.5/-,   455.5/463/514,      718.5/810
 18,      洛阳,     03:15,     03:18,      03分,      1870,         0,   299.5/-,   506.5/526/563,      802.5/904
 19,      郑州,     04:39,     04:49,      10分,      1954,         0,   302.5/-,   513.5/534/580,      814.5/918
 20,    驻马店,     06:25,     06:28,      03分,      2060,         0,     323/-,     546/566/616,        863/962
 21,      信阳,     07:21,     07:24,      03分,      2116,         0,     328/-,     554/566/626,        869/990
 22,      武昌,     09:36,     09:51,      15分,      2251,         0,     348/-,     586/609/662,       926/1044
 23,      岳阳,     11:48,     11:51,      03分,      2383,         0,     362/-,     615/639/694,       966/1100
 24,      长沙,     13:12,     13:18,      06分,      2467,         0,     365/-,     626/651/708,       994/1120
 25,      株洲,     13:54,     13:58,      04分,      2509,         0,   366.5/-,   635.5/660/716,    1008.5/1136
 26,      衡阳,     15:19,     15:23,      04分,      2594,         0,   385.5/-,   649.5/665/733,    1029.5/1160
 27,      郴州,     17:01,     17:05,      04分,      2696,         0,   396.5/-,   660.5/696/756,    1062.5/1196
 28,    韶关东,     18:42,     18:46,      04分,      2797,         0,   412.5/-,   694.5/721/784,    1139.5/1284
 29,      广州,     21:16,     21:16,      00分,      2951,         0,   423.5/-,   714.5/742/806,    1231.5/1386
