   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     21:10,         -,         -,         -,         -,               -,              -
  2,    石家庄,     23:34,     23:40,      06分,       144,         0,    43.5/-,     89.5/93/101,      135.5/153
  3,      郑州,     03:03,     03:10,      07分,       353,         0,      93/-,     163/170/184,        251/283
  4,      武昌,     07:47,     07:53,      06分,       637,         0,   152.5/-, 261.5/272/279.5,    409.5/427.5
  5,      岳阳,     09:51,     09:55,      04分,       761,         0,   173.5/-,   296.5/308/335,      464.5/524
  6,      长沙,     11:16,     11:22,      06分,       846,         0,   189.5/-,   322.5/335/364,      504.5/569
  7,      衡阳,     13:16,     13:22,      06分,       966,         0,     201/-,     343/357/387,        542/611
  8,    桂林北,     16:27,     16:35,      08分,      1157,         0,     236/-,     399/415/451,        629/709
  9,      柳州,     18:35,     18:42,      07分,      1285,         0,     251/-,     426/443/481,        673/758
 10,    南宁东,     20:18,     20:27,      09分,      1388,         0,   268.5/-,   455.5/473/514,      718.5/810
 11,      南宁,     20:40,     20:40,      00分,      1410,         0,   268.5/-,   455.5/473/514,      718.5/810
