   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      成都,         -,     11:43,         -,         -,         -,         -,               -,              -
  2,      遂宁,     13:00,     13:04,      04分,        77,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,      合川,     14:03,     14:05,      02分,       140,         0,    40.5/-,      86.5/90/98,      129.5/146
  4,    重庆北,     14:36,     14:44,      08分,       173,         0,    46.5/-,     92.5/97/105,      140.5/159
  5,      恩施,     17:31,     17:40,      09分,       348,         0,      91/-,     158/165/179,        243/274
  6,    宜昌东,     19:37,     19:43,      06分,       474,         0,     112/-,     194/202/219,        301/339
  7,      汉口,     23:01,     23:33,      32分,       678,         0,   148.5/-,   254.5/265/288,      398.5/449
  8,      郑州,     03:52,     03:58,      06分,       969,         0,     198/-,     337/350/381,        530/597
  9,    石家庄,     07:17,     07:23,      06分,      1174,         0,     229/-,     389/404/439,        613/691
 10,      保定,     08:33,     08:39,      06分,      1250,         0,     243/-,     414/430/468,        654/737
 11,    北京西,     10:02,     10:02,      00分,      1339,         0,   254.5/-,   434.5/452/491,      687.5/775
