   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   哈尔滨,         -,     12:45,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   双城堡,     13:14,     13:16,       2分,        29,        51,       -/-,        57/63/66,          11/-
  3,      长春,     14:49,     14:57,       8分,       118,       246,       -/-,           -/-/-,           -/-
  4,      四平,     15:55,     15:57,       2分,       184,       361,       -/-,           -/-/-,           -/-
  5,   沈阳北,     17:27,     17:35,       8分,       276,       546,       -/-,           -/-/-,           -/-
  6,      锦州,     19:55,     20:01,       6分,       424,       614,       -/-,     178/184/190,         102/-
  7,   山海关,     21:52,     22:02,      10分,       541,       934,       -/-,           -/-/-,           -/-
  8,   秦皇岛,     22:19,     22:24,       5分,       568,       950,       -/-,           -/-/-,           -/-
  9,      唐山,     23:51,     00:01,      10分,       660,      1112,       -/-,           -/-/-,           -/-
 10,      天津,     01:13,     01:21,       8分,       742,      1235,       -/-,           -/-/-,           -/-
 11,      徐州,     07:04,     07:10,       6分,      1093,      1911,       -/-,     370/383/397,         217/-
 12,      南京,     09:57,     10:04,       7分,      1266,      2259,       -/-,     426/441/456,         251/-
 13,      常州,     11:06,     11:09,       3分,      1335,      2395,       -/-,           -/-/-,           -/-
 14,      无锡,     11:30,     11:33,       3分,      1359,      2434,       -/-,           -/-/-,           -/-
 15,      苏州,     11:55,     11:59,       4分,      1384,      2476,       -/-,           -/-/-,           -/-
 16,      上海,     12:49,         -,           ,      1444,      2584,       -/-,   463.5/510/534,       273.5/-
