   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      杭州,         -,     13:30,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      海宁,     14:06,     14:09,      03分,        36,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      嘉兴,     14:27,     14:30,      03分,        57,         0,    15.5/-,      61.5/64/70,       92.5/105
  4,      昆山,     15:58,     16:03,      05分,       148,         0,    32.5/-,      78.5/82/89,      118.5/134
  5,      苏州,     16:24,     16:28,      04分,       174,         0,    40.5/-,      86.5/90/98,      129.5/146
  6,      无锡,     16:53,     16:56,      03分,       203,         0,    43.5/-,     89.5/93/101,      135.5/153
  7,      常州,     17:17,     17:20,      03分,       227,         0,    50.5/-,    96.5/101/109,      146.5/165
  8,      南京,     18:35,     18:48,      13分,       305,         0,      69/-,     123/128/139,        186/210
  9,      蚌埠,     20:20,     20:23,      03分,       410,         0,      91/-,     158/165/179,        243/274
 10,      宿州,     21:06,     21:09,      03分,       456,         0,     102/-,     178/185/201,        274/309
 11,      徐州,     21:49,     22:08,      19分,       499,         0,     105/-,     184/191/208,        285/321
 12,      兖州,     23:33,     23:37,      04分,       603,         0,   128.5/-,   222.5/231/252,      348.5/393
 13,      泰山,     00:26,     00:29,      03分,       656,         0,       0/-,           0/0/0,            0/0
 14,    山海关,     07:44,     07:50,      06分,      1094,         0,     206/-,     353/367/399,        556/627
 15,    沈阳北,     10:44,     10:52,      08分,      1274,         0,     240/-,     408/424/461,        640/721
 16,      长春,     13:17,     13:23,      06分,      1427,         0,   268.5/-,   455.5/473/514,      718.5/810
 17,    哈尔滨,     15:36,     15:36,      00分,      1566,         0,   285.5/-, 483.5/499.5/546,      761.5/858
 18,      沧州,     02:59,     03:02,      03分,       809,         0,   286.5/-, 484.5/500.5/547,     762.5/859
 19,      天津,     04:24,     04:34,      10分,       894,         0,   287.5/-, 485.5/501.5/548,     763.5/860
 20,      唐山,     05:47,     05:50,      03分,       977,         0,   288.5/-, 486.5/502.5/549,     764.5/861
 21,   秦皇岛,     07:17,     07:19,      02分,      1067,         0,   289.5/-, 487.5/503.5/550,     765.5/862
