   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      深圳,         -,     14:50,         -,         -,         -,         -,               -,              -
  2,      惠州,     16:10,     16:16,      06分,        80,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,      赣州,     20:29,     20:47,      18分,       339,         0,      72/-,     129/134/146,        197/222
  4,      吉安,     22:38,     22:42,      04分,       468,         0,      93/-,     163/170/184,        251/283
  5,      南昌,     00:54,     01:03,      09分,       604,         0,     119/-,     207/215/234,        324/365
  6,      阜阳,     05:58,     06:05,      07分,       908,         0,   180.5/-,   310.5/323/351,      488.5/551
  7,      菏泽,     08:23,     08:25,      02分,      1053,         0,     206/-,     353/367/399,        556/627
  8,      聊城,     09:32,     09:36,      04分,      1122,         0,     217/-,     370/385/418,        585/659
  9,      衡水,     10:56,     10:59,      03分,      1206,         0,     236/-,     399/415/451,        629/709
 10,    北京西,     13:14,     13:14,      00分,      1344,         0,   254.5/-,   434.5/452/491,      687.5/775
