   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      长春,         -,     17:05,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      四平,     18:03,     18:06,       3分,        58,       115,       -/-,  64.5/69.5/72.5,        18.5/-
  3,   沈阳北,     19:36,     19:44,       8分,       151,       300,       -/-,  89.5/94.5/97.5,        43.5/-
  4,   锦州南,     21:16,     21:22,       6分,       251,       523,       -/-,     133/138/142,          75/-
  5,   山海关,     22:48,     22:55,       7分,       343,       688,       -/-,     163/168/174,          93/-
  6,   秦皇岛,     23:16,     23:31,      15分,       371,       704,       -/-,     171/176/182,          98/-
  7,      唐山,     01:17,     01:21,       4分,       492,       866,       -/-,     200/206/214,         115/-
  8,      天津,     02:46,     02:55,       9分,       581,       989,       -/-,222.5/230.5/237.5,       128.5/-
  9,      聊城,     06:58,     07:00,       2分,       833,      1410,       -/-,296.5/306.5/317.5,       173.5/-
 10,      菏泽,     08:09,     08:12,       3分,       904,      1566,       -/-,322.5/333.5/343.5,       189.5/-
 11,      亳州,     09:39,     09:44,       5分,       994,      1735,       -/-,     343/355/367,         201/-
 12,      阜阳,     10:40,     11:00,      20分,      1055,      1839,       -/-,     353/365/377,         206/-
 13,      九江,     14:58,     15:04,       6分,      1313,      2298,       -/-,     426/441/456,         251/-
 14,      吉安,     19:00,     19:11,      11分,      1555,      2659,       -/-,471.5/488.5/506.5,       278.5/-
 15,   井冈山,     20:19,     20:30,      11分,      1634,      2845,       -/-,497.5/515.5/533.5,       293.5/-
 16,      衡阳,     23:00,     23:16,      16分,      1795,      3086,       -/-,529.5/547.5/566.5,       313.5/-
 17,      郴州,     00:54,     00:58,       4分,      1909,      3241,       -/-,     546/566/585,         323/-
 18,   韶关东,     02:35,     02:41,       6分,      2010,      3056,       -/-,     547/567/586,         324/-
 19,      广州,     05:06,     05:22,      16分,      2161,      3405,       -/-,     548/568/587,         325/-
 20,      佛山,     05:45,     05:49,       4分,      2200,      3299,       -/-,     549/569/588,         326/-
 21,      肇庆,     07:06,     07:13,       7分,      2281,      3386,       -/-,     566/575/595,         335/-
 22,   茂名东,     10:27,     10:37,      10分,      2482,      3638,       -/-,     595/616/637,         352/-
 23,      海口,     16:40,     17:17,      37分,      2855,      4037,       -/-,762.5/789.5/816.5,       437.5/-
 24,      三亚,     21:25,         -,           ,      3140,      4625,       -/-,763.5/790.5/817.5,       438.5/-
