   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,呼和浩特东,         -,     10:11,         -,         -,         -,         -,               -,              -
  2,    包头东,     11:48,     11:52,      04分,        97,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,      包头,     12:09,     12:17,      08分,       118,         0,    28.5/-,      74.5/78/85,      112.5/127
  4,    东胜西,     13:30,     13:34,      04分,       199,         0,    43.5/-,     89.5/93/101,      135.5/153
  5,  鄂尔多斯,     13:52,     13:58,      06分,       221,         0,    48.5/-,     92.5/97/105,      140.5/159
  6,      榆林,     15:59,     16:14,      15分,       348,         0,      69/-,     123/128/139,        188/210
  7,      绥德,     17:24,     17:28,      04分,       433,         0,      78/-,     139/145/157,        214/242
  8,      吴堡,     18:00,     18:02,      02分,       469,         0,      88/-,     152/158/172,        233/263
  9,      吕梁,     18:32,     18:40,      08分,       501,         0,      91/-,     158/165/179,        243/274
 10,      文水,     19:34,     19:37,      03分,       563,         0,     102/-,     178/185/201,        274/309
 11,    太原南,     20:20,     20:30,      10分,       609,         0,     112/-,     194/202/219,        301/339
 12,  石家庄北,     22:32,     22:50,      18分,       741,         0,   138.5/-,   238.5/248/270,      372.5/420
 13,      衡水,     00:14,     00:41,      27分,       843,         0,   152.5/-,   261.5/272/298,      409.5/482
 14,      济南,     02:39,     02:45,      06分,       988,         0,   168.5/-,   288.5/300/328,      450.5/508
 15,      兖州,     04:19,     04:22,      03分,      1088,         0,   180.5/-,   310.5/323/351,      488.5/551
 16,      邹城,     04:34,     04:37,      03分,      1103,         0,   189.5/-,   322.5/335/364,      504.5/589
 17,      徐州,     05:57,     06:10,      13分,      1186,         0,     198/-,     337/350/381,        530/597
 18,      蚌埠,     07:29,     07:34,      05分,      1278,         0,     213/-,     363/377/410,        572/645
 19,      南京,     09:06,     09:12,      06分,      1375,         0,     229/-,     389/404/439,        613/691
 20,      常州,     10:14,     10:17,      03分,      1443,         0,     240/-,     408/424/481,        640/721
 21,      无锡,     10:38,     10:42,      04分,      1467,         0,     243/-,     414/430/488,        654/737
 22,      苏州,     11:08,     11:13,      05分,      1497,         0,     243/-,     414/430/488,        654/737
 23,      上海,     12:03,     12:03,      00分,      1552,         0,   254.5/-,   434.5/452/491,      687.5/775
