   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     09:45,         -,         -,         -,         -,               -,              -
  2,    唐山北,     11:20,     11:26,      06分,        95,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,    北戴河,     12:26,     12:36,      10分,       161,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,    秦皇岛,     12:55,     13:00,      05分,       190,         0,    46.5/-,     92.5/97/105,      140.5/159
  5,    山海关,     13:25,     13:31,      06分,       220,         0,    50.5/-,    96.5/101/109,      146.5/165
  6,  葫芦岛北,     14:23,     14:32,      09分,       278,         0,    64.5/-,   115.5/120/131,      175.5/198
  7,    锦州南,     14:52,     14:54,      02分,       307,         0,      69/-,     123/128/139,        186/210
  8,    沈阳北,     17:03,     17:14,      11分,       438,         0,      98/-,     171/178/193,        263/297
  9,      铁岭,     17:48,     17:51,      03分,       483,         0,     102/-,     178/185/201,        274/309
 10,      四平,     18:51,     18:54,      03分,       546,         0,     115/-,     200/208/226,        312/352
 11,      长春,     19:54,     19:54,      00分,       609,         0,   128.5/-,   222.5/231/252,      348.5/393
