   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      上海,         -,     20:10,         -,         -,         -,         -,               -,              -
  2,      苏州,     20:55,     20:58,      03分,        45,         0,    14.5/-,      60.5/63/69,       90.5/102
  3,      无锡,     21:20,     21:23,      03分,        70,         0,    19.5/-,      65.5/68/74,       99.5/113
  4,      南京,     22:56,     23:05,      09分,       166,         0,    46.5/-,     92.5/97/105,      140.5/159
  5,      蚌埠,     00:37,     00:40,      03分,       267,         0,      69/-,     123/128/139,        186/210
  6,      徐州,     02:09,     02:20,      11分,       359,         0,      91/-,     158/165/179,        243/274
  7,      郑州,     05:07,     05:14,      07分,       537,         0,   128.5/-,   222.5/231/252,      348.5/393
  8,      西安,     11:14,     11:24,      10分,       904,         0,   180.5/-,   310.5/323/351,      488.5/551
  9,      兰州,     18:17,     18:32,      15分,      1327,         0,     240/-,     408/424/461,        640/721
 10,      西宁,     21:15,     21:35,      20分,      1505,         0,   254.5/-,   434.5/452/491,      687.5/775
 11,    格尔木,     04:19,     04:44,      25分,      1929,         0,     323/-,     546/567/616,        863/972
 12,      那曲,     14:34,     14:52,      18分,      2544,         0,   376.5/-,   717.5/745/810,    1139.5/1284
 13,      拉萨,     19:44,     19:44,      00分,      2854,         0,   402.5/-,   793.5/824/896,    1262.5/1422
