   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   广州东,         -,     17:12,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      郴州,     21:05,     21:07,       2分,       233,       382,       -/-,   100.5/111/116,        54.5/-
  3,      长沙,     00:42,     00:48,       6分,       450,       715,       -/-,     171/189/197,          98/-
  4,      岳阳,     02:06,     02:09,       3分,       534,       862,       -/-,     200/221/230,         115/-
  5,      武昌,     04:15,     04:21,       6分,       663,      1077,       -/-,   238.5/263/275,       138.5/-
  6,      郑州,     08:55,     09:17,      22分,       943,      1613,       -/-,     328/361/378,         192/-
  7,   石家庄,     12:35,     12:41,       6分,      1163,      2021,       -/-,     389/428/448,         229/-
  8,      天津,     15:57,     16:05,       8分,      1365,      2340,       -/-,     408/449/470,         240/-
  9,      唐山,     17:18,     17:20,       2分,      1446,      2463,       -/-,     426/469/490,         251/-
 10,   北戴河,     18:31,     18:34,       3分,      1519,      2603,       -/-,463.5/480.5/496.5,       273.5/-
 11,   秦皇岛,     18:52,     18:56,       4分,      1540,      2625,       -/-,   463.5/510/534,       273.5/-
 12,   山海关,     19:22,     19:28,       6分,      1570,      2641,       -/-,   471.5/519/543,       278.5/-
 13,葫芦岛北,     20:20,     20:22,       2分,      1628,      2763,       -/-,   483.5/532/557,       285.5/-
 14,   锦州南,     20:42,     20:44,       2分,      1650,      2806,       -/-,   491.5/541/566,       290.5/-
 15,   盘锦北,     21:13,     21:15,       2分,      1681,      2875,       -/-,   497.5/548/573,       293.5/-
 16,   沈阳北,     22:37,         -,           ,      1765,      3029,       -/-,   513.5/564/589,       302.5/-
