   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     18:56,         -,         -,         -,         -,               -,              -
  2,      任丘,     20:13,     20:15,      02分,        77,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,      衡水,     21:17,     21:23,      06分,       141,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      聊城,     22:43,     22:46,      03分,       227,         0,    64.5/-,   115.5/120/131,      175.5/198
  5,      菏泽,     23:54,     23:57,      03分,       298,         0,      81/-,     144/150/163,        222/251
  6,      阜阳,     02:14,     02:22,      08分,       438,         0,     115/-,     200/208/226,        312/352
  7,      九江,     06:15,     06:19,      04分,       679,         0,   163.5/-,   280.5/292/317,      438.5/494
  8,      南昌,     07:38,     07:57,      19分,       762,         0,   177.5/-,   304.5/317/344,      476.5/537
  9,      抚州,     09:02,     09:05,      03分,       846,         0,   189.5/-,   322.5/335/364,      504.5/569
 10,      泰宁,     10:12,     10:15,      03分,       916,         0,     198/-,     337/350/381,        530/597
 11,    三明北,     10:55,     10:55,      00分,       959,         0,     206/-,     353/367/399,        556/627
