   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      包头,         -,     11:13,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   包头东,     11:27,     11:31,       4分,        14,        16,       -/-,        54/59/62,           8/-
  3,呼和浩特东,     12:51,     13:10,      19分,        98,       173,       -/-,  74.5/79.5/82.5,        28.5/-
  4,   集宁南,     14:23,     14:29,       6分,       190,       323,       -/-,96.5/101.5/104.5,        50.5/-
  5,张家口南,     16:30,     16:36,       6分,       317,       501,       -/-,     129/132/136,          72/-
  6,      沙城,     17:38,     17:43,       5分,       385,       576,       -/-,     139/144/148,          78/-
  7,   石家庄,     22:44,     23:01,      17分,       691,       972,       -/-,     215/223/230,         124/-
  8,      郑州,     02:27,     02:33,       6分,       914,      1380,       -/-,280.5/289.5/299.5,       163.5/-
  9,      武昌,     07:09,     07:17,       8分,      1196,      1916,       -/-,     363/375/388,         213/-
 10,      岳阳,     09:22,     09:28,       6分,      1329,      2131,       -/-,     399/414/428,         236/-
 11,      长沙,     10:49,     10:55,       6分,      1416,      2278,       -/-,     414/429/444,         243/-
 12,      株洲,     11:31,     11:40,       9分,      1458,      2330,       -/-,     426/441/456,         251/-
 13,      衡阳,     13:01,     13:07,       6分,      1548,      2464,       -/-,446.5/462.5/477.5,       263.5/-
 14,      永州,     14:29,     14:35,       6分,      1636,      2600,       -/-,463.5/480.5/496.5,       273.5/-
 15,   桂林北,     16:17,     16:23,       6分,      1744,      2799,       -/-,491.5/507.5/525.5,       290.5/-
 16,      柳州,     18:47,     18:53,       6分,      1894,      2963,       -/-,507.5/524.5/542.5,       299.5/-
 17,      南宁,     22:20,         -,           ,      2107,      3156,       -/-,     536/555/575,         317/-
