   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      拉萨,         -,     18:30,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      那曲,     21:49,     21:55,       6分,       199,       322,       -/-,128.5/133.5/136.5,        50.5/-
  3,   格尔木,     08:05,     08:30,      25分,       815,      1142,       -/-,358.5/366.5/375.5,       141.5/-
  4,   德令哈,     10:57,     10:59,       2分,       987,      1451,       -/-,418.5/429.5/439.5,       177.5/-
  5,      西宁,     15:29,     15:49,      20分,      1259,      1972,       -/-,     495/507/521,         224/-
  6,      兰州,     18:21,     18:36,      15分,      1431,      2188,       -/-,     522/535/550,         240/-
  7,      宝鸡,     01:09,     01:38,      29分,      1839,      2691,       -/-,597.5/613.5/630.5,       285.5/-
  8,      广元,     09:45,     10:01,      16分,      2355,      3041,       -/-,627.5/645.5/663.5,       302.5/-
  9,   南充北,     11:52,     12:03,      11分,      2482,      3229,       -/-,     660/680/699,         323/-
 10,   重庆北,     13:41,         -,           ,      2591,      3394,       -/-,     680/699/720,         335/-
