   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     19:55,         -,         -,         -,         -,               -,              -
  2,      衡水,     22:03,     22:12,      09分,       128,         0,    41.5/-,      87.5/91/99,      132.5/150
  3,      聊城,     23:32,     23:36,      04分,       217,         0,    62.5/-,   110.5/115/125,      166.5/188
  4,      菏泽,     00:44,     00:47,      03分,       289,         0,      81/-,     144/150/163,        222/251
  5,      阜阳,     03:06,     03:12,      06分,       431,         0,     112/-,     194/202/219,        301/339
  6,    南昌西,     08:07,     08:20,      13分,       732,         0,   177.5/-,   304.5/317/344,      476.5/537
  7,      吉安,     10:24,     10:28,      04分,       869,         0,     198/-,     337/350/381,        530/597
  8,      赣州,     12:17,     12:37,      20分,       982,         0,     213/-,     363/377/410,        572/645
  9,      惠州,     16:50,     16:53,      03分,      1255,         0,     243/-,     414/430/468,        654/737
 10,      深圳,     18:11,     18:11,      00分,      1336,         0,   254.5/-,   434.5/452/491,      687.5/775
