   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   北京西,         -,     11:28,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      保定,     12:43,     12:45,      02分,        75,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,    石家庄,     14:00,     14:04,      04分,       152,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      郑州,     17:27,     17:36,      09分,       359,         0,      93/-,     163/170/184,        251/283
  5,      汉口,     21:55,     22:19,      24分,       627,         0,   152.5/-,   261.5/272/298,      409.5/482
  6,    宜昌东,     00:27,     00:37,      10分,       779,         0,   177.5/-,   304.5/317/344,      478.5/537
  7,      恩施,     02:35,     02:41,      06分,       907,         0,     198/-,     337/350/381,        530/597
  8,    重庆北,     05:32,     05:45,      13分,      1084,         0,     229/-,     389/404/439,        813/891
  9,      遂宁,     07:10,     07:20,      10分,      1182,         0,     243/-,     414/430/488,       854/940
 10,      成都,     08:39,     08:39,      00分,      1271,         0,   254.5/-,   434.5/452/491,   887.5/973.5
