   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     15:15,         -,         -,         -,         -,               -,              -
  2,      宣化,     18:05,     18:07,      02分,       170,         0,    28.5/-,      74.5/78/85,      112.5/127
  3,  张家口南,     18:33,     18:39,      06分,       198,         0,    29.5/-,      75.5/79/86,      115.5/131
  4,    集宁南,     20:58,     21:04,      06分,       343,         0,    53.5/-,    99.5/104/113,      152.5/172
  5,呼和浩特东,     22:27,     22:50,      23分,       432,         0,      75/-,     133/139/151,        205/231
  6,      包头,     00:38,     00:46,      08分,       563,         0,      93/-,     163/168/184,        251/283
  7,      临河,     03:03,     03:09,      06分,       708,         0,     119/-,     207/215/234,        324/365
  8,      乌海,     04:39,     04:43,      04分,       804,         0,   135.5/-,   232.5/242/263,      360.5/406
  9,      惠农,     05:23,     05:36,      13分,       848,         0,   141.5/-,   244.5/254/276,      381.5/430
 10,    石嘴山,     06:09,     06:18,      09分,       894,         0,   148.5/-,   254.5/265/288,      398.5/449
 11,      银川,     06:57,     07:08,      11分,       942,         0,   152.5/-,   261.5/272/296,      409.5/462
 12,      中卫,     09:26,     09:42,      16分,      1091,         0,   168.5/-,   288.5/300/326,      450.5/508
 13,      武威,     13:10,     13:18,      08分,      1315,         0,     192/-,     328/341/371,        515/580
 14,      金昌,     13:51,     13:56,      05分,      1356,         0,     198/-,     337/350/381,        530/597
 15,      张掖,     15:39,     15:45,      06分,      1464,         0,     213/-,     363/377/410,        572/645
 16,    嘉峪关,     17:53,     18:01,      08分,      1598,         0,     236/-,     399/415/451,        629/709
 17,      柳园,     20:47,     20:55,      08分,      1772,         0,   254.5/-,   434.5/452/491,      687.5/775
 18,      哈密,     23:46,     23:56,      10分,      1951,         0,   285.5/-,   483.5/502/546,      761.5/858
 19,      鄯善,     02:47,     02:53,      06分,      2132,         0,   299.5/-,   507.5/527/573,      802.5/904
 20,    吐鲁番,     04:34,     04:40,      06分,      2239,         0,   313.5/-,   529.5/550/598,      834.5/940
 21,乌鲁木齐南,     06:26,     06:46,      20分,      2351,         0,     323/-,     546/567/616,        863/972
 22,  乌鲁木齐,     07:01,     07:01,      00分,      2386,         0,     323/-,     546/567/616,        863/972
