   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      昆明,         -,     21:05,         -,         -,         -,         -,               -,              -
  2,      曲靖,     22:24,     22:31,      07分,        79,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,      宣威,     23:19,     23:27,      08分,       134,         0,    40.5/-,      86.5/90/98,      129.5/146
  4,    六盘水,     00:52,     00:58,      06分,       227,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      贵阳,     03:56,     04:08,      12分,       411,         0,      86/-,     152/158/172,        233/263
  6,      凯里,     06:28,     06:32,      04分,       563,         0,     112/-,     194/202/219,        301/339
  7,      怀化,     10:14,     10:21,      07分,       789,         0,   138.5/-,   238.5/248/270,      372.5/420
  8,  冷水江东,     13:16,     13:18,      02分,       971,         0,   163.5/-,   280.5/292/317,      438.5/494
  9,      娄底,     14:18,     14:24,      06分,      1033,         0,   173.5/-,   296.5/308/335,      464.5/524
 10,      湘潭,     15:32,     15:34,      02分,      1107,         0,   180.5/-,   310.5/323/351,      488.5/551
 11,      长沙,     16:30,     16:36,      06分,      1165,         0,   189.5/-,   322.5/335/364,      504.5/569
 12,      岳阳,     17:54,     17:57,      03分,      1249,         0,     201/-,     343/357/387,        542/611
 13,      武昌,     20:03,     20:15,      12分,      1378,         0,     217/-,     370/385/418,        585/659
 14,      郑州,     00:52,     00:58,      06分,      1667,         0,   268.5/-,   455.5/473/514,      718.5/810
 15,    石家庄,     04:18,     04:22,      04分,      1873,         0,   293.5/-,   497.5/517/562,      786.5/886
 16,    北京西,     06:52,     06:52,      00分,      2027,         0,     317/-,     536/557/605,        849/957
